cohort_name,modality,device,task,feature_set,model,seed,metric,ci_low,ci_high,n_bootstrap
core3_same_cohort,fnirs,yiruid,vft,modality,logistic_regression,20260707,positive_prediction_rate,0.5536686838124054,0.6293494704992436,1000
core3_same_cohort,fnirs,yiruid,vft,modality,random_forest,20260707,auroc,0.5369304471909094,0.630352442564468,1000
core3_same_cohort,fnirs,yiruid,vft,modality,random_forest,20260707,auprc,0.37714999642278213,0.4982696550840101,1000
core3_same_cohort,fnirs,yiruid,vft,modality,random_forest,20260707,balanced_accuracy,0.5389412506355392,0.6121261819711371,1000
core3_same_cohort,fnirs,yiruid,vft,modality,random_forest,20260707,macro_f1,0.5391517636605831,0.6133438258246442,1000
core3_same_cohort,fnirs,yiruid,vft,modality,random_forest,20260707,sensitivity,0.35406698564593303,0.4817822966507177,1000
core3_same_cohort,fnirs,yiruid,vft,modality,random_forest,20260707,specificity,0.6900435348964761,0.7741193483650101,1000
core3_same_cohort,fnirs,yiruid,vft,modality,random_forest,20260707,accuracy,0.5869894099848714,0.6611195158850227,1000
core3_same_cohort,fnirs,yiruid,vft,modality,random_forest,20260707,brier_score,0.21699695135361982,0.23662458271202652,1000
core3_same_cohort,fnirs,yiruid,vft,modality,random_forest,20260707,ece,0.04692374953083465,0.11387335182964722,1000
core3_same_cohort,fnirs,yiruid,vft,modality,random_forest,20260707,positive_prediction_rate,0.2844175491679274,0.3555219364599092,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,hist_gradient_boosting,20260707,auroc,0.507413729524128,0.5999862886384648,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,hist_gradient_boosting,20260707,auprc,0.34486028696268,0.46390584721295886,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,hist_gradient_boosting,20260707,balanced_accuracy,0.5133422475107864,0.588387204688299,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,hist_gradient_boosting,20260707,macro_f1,0.5084657497797068,0.5800435839396818,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,hist_gradient_boosting,20260707,sensitivity,0.43458524104497714,0.5641078838174274,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,hist_gradient_boosting,20260707,specificity,0.5594366483628229,0.6495474942603372,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,hist_gradient_boosting,20260707,accuracy,0.5309757942511346,0.6021180030257186,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,hist_gradient_boosting,20260707,brier_score,0.24029988481611717,0.24904003788517085,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,hist_gradient_boosting,20260707,ece,0.10929669779293325,0.18209904127336918,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,hist_gradient_boosting,20260707,positive_prediction_rate,0.394856278366112,0.46747352496217853,1000
core3_same_cohort,fnirs,yiruid,vft,modality_demographics,logistic_regression,20260707,auroc,0.4884923345118159,0.5849605572897089,1000
