cohort_name,modality,device,task,model,seed,model_a,model_b,n_subjects,auroc_diff,auroc_diff_ci_low,auroc_diff_ci_high,auprc_diff,auprc_diff_ci_low,auprc_diff_ci_high,fold_direction_consistency,folds_compared,n_bootstrap
fnirs_yiruid_rest_native,fnirs,yiruid,rest,random_forest,20260707,signal_qc_demographics,signal,1514,0.009938082489212796,-0.010354401481951539,0.030486113226080427,0.01574419017845552,-0.0034659386179004656,0.03739427195001603,5,5,1000
fnirs_yiruid_vft_native,fnirs,yiruid,vft,hist_gradient_boosting,20260707,signal,demographics,1480,-0.004297164566345435,-0.04220016189564278,0.03037587078136777,0.03015279386388725,-0.005999018772661579,0.06553741927624691,1,5,1000
fnirs_yiruid_vft_native,fnirs,yiruid,vft,hist_gradient_boosting,20260707,signal,qc,1480,0.03541396404744257,-0.0016118204856912894,0.07411037497805377,0.025381214267527208,-0.014696921098382627,0.0652638199672344,5,5,1000
fnirs_yiruid_vft_native,fnirs,yiruid,vft,hist_gradient_boosting,20260707,signal_qc_demographics,signal,1480,0.00216885192735361,-0.014230029730066734,0.016364420958997067,-0.008196169622357974,-0.022903570985398948,0.004983636649191459,2,5,1000
fnirs_yiruid_vft_native,fnirs,yiruid,vft,logistic_regression,20260707,signal,demographics,1480,-0.011500610019767765,-0.04995138066890938,0.02624633544945094,0.01451946701805179,-0.02530209894668557,0.05713352777170876,2,5,1000
fnirs_yiruid_vft_native,fnirs,yiruid,vft,logistic_regression,20260707,signal,qc,1480,0.03733282369656532,-0.0027718846669439207,0.07545102274728989,0.025550133706081835,-0.01438401978623008,0.06772234875486706,4,5,1000
fnirs_yiruid_vft_native,fnirs,yiruid,vft,logistic_regression,20260707,signal_qc_demographics,signal,1480,0.007704395231035388,-0.004643672860873882,0.019390304847576284,0.00322762429948098,-0.010880211058233419,0.015284145273982107,3,5,1000
fnirs_yiruid_vft_native,fnirs,yiruid,vft,random_forest,20260707,signal,demographics,1480,-0.007834700086483792,-0.04489029593014672,0.025681496566949676,0.019230413341478236,-0.022176756228155292,0.055476311695946155,1,5,1000
fnirs_yiruid_vft_native,fnirs,yiruid,vft,random_forest,20260707,signal,qc,1480,0.026344746108228345,-0.010910108093578839,0.06423151883881596,0.02559387263952434,-0.014293806389594356,0.06387151089584257,3,5,1000
fnirs_yiruid_vft_native,fnirs,yiruid,vft,random_forest,20260707,signal_qc_demographics,signal,1480,0.0037508493946132315,-0.011564979420954191,0.020578193760299457,-0.000283356664629808,-0.017906207153902946,0.018395521857974585,3,5,1000
