L_id,task,status,reason,duration_sec,n_events,n_constructed,n_kept,construction_drops,n_trials_code_11,n_trials_code_22
L103,oddball,ok,,640.0,148,148,137,0,114,23
L1360,oddball,ok,,799.0,148,148,139,0,115,24
L1368,oddball,ok,,659.0,149,149,146,0,122,24
L1379,oddball,ok,,644.0,148,148,148,0,124,24
L138,oddball,ok,,637.0,150,150,123,0,102,21
L1382,oddball,ok,,692.0,120,120,113,0,94,19
L1390,oddball,ok,,643.0,149,149,132,0,110,22
L1394,oddball,ok,,638.0,149,149,139,0,117,22
L1401,oddball,ok,,645.0,148,148,136,0,112,24
L1432,oddball,ok,,650.0,148,148,146,0,122,24
L1445,oddball,ok,,664.0,148,148,123,0,103,20
L1446,oddball,ok,,656.0,138,138,119,0,99,20
L1459,oddball,ok,,637.0,150,150,140,0,118,22
L1463,oddball,ok,,673.0,122,122,105,0,89,16
L1471,oddball,ok,,652.0,144,144,144,0,119,25
L1488,oddball,ok,,664.0,150,150,135,0,115,20
L1499,oddball,ok,,648.0,143,143,133,0,109,24
L1503,oddball,ok,,635.0,148,148,113,0,94,19
L1504,oddball,ok,,636.0,150,150,146,0,121,25
L1509,oddball,ok,,808.0,150,150,146,0,121,25
L1512,oddball,ok,,653.0,143,143,134,0,114,20
L1513,oddball,ok,,653.0,137,137,131,0,108,23
L1518,oddball,ok,,636.0,149,149,107,0,89,18
L1527,oddball,ok,,669.0,150,150,94,0,77,17
L1550,oddball,ok,,640.0,149,149,140,0,115,25
L1556,oddball,ok,,638.0,147,147,118,0,101,17
L1560,oddball,ok,,634.0,150,150,148,0,123,25
L1568,oddball,ok,,643.0,144,144,144,0,119,25
L1572,oddball,ok,,654.0,144,144,144,0,121,23
L1580,oddball,ok,,639.0,147,147,91,0,76,15
L1582,oddball,ok,,652.0,149,149,140,0,116,24
L1588,oddball,ok,,639.0,147,147,146,0,122,24
L159,oddball,ok,,643.0,149,149,147,0,123,24
L1594,oddball,ok,,634.0,150,150,148,0,123,25
L1595,oddball,ok,,634.0,150,150,135,0,112,23
L1600,oddball,ok,,655.0,150,150,129,0,108,21
L1610,oddball,ok,,641.0,146,146,137,0,113,24
L1612,oddball,ok,,638.0,148,148,143,0,122,21
L1618,oddball,ok,,638.0,148,148,141,0,116,25
L1620,oddball,ok,,639.0,147,147,138,0,113,25
L1621,oddball,ok,,638.0,149,149,149,0,124,25
L1623,oddball,ok,,639.0,148,148,81,0,68,13
L1628,oddball,ok,,647.0,148,148,141,0,118,23
L163,oddball,ok,,696.0,148,148,134,0,113,21
L1631,oddball,ok,,640.0,149,149,149,0,124,25
L1632,oddball,ok,,641.0,149,149,125,0,102,23
L164,oddball,ok,,649.0,146,146,139,0,116,23
L1649,oddball,ok,,655.0,148,148,108,0,89,19
L1663,oddball,ok,,638.0,149,149,139,0,114,25
L1671,oddball,ok,,637.0,149,149,144,0,119,25
L1673,oddball,ok,,648.0,150,150,150,0,125,25
L1678,oddball,ok,,658.0,148,148,146,0,122,24
L1684,oddball,ok,,650.0,148,148,130,0,108,22
L1686,oddball,ok,,638.0,149,149,127,0,106,21
L1695,oddball,ok,,643.0,149,149,146,0,121,25
L170,oddball,ok,,665.0,147,147,142,0,120,22
L1706,oddball,ok,,638.0,149,149,146,0,121,25
L172,oddball,ok,,641.0,148,148,128,0,105,23
L1720,oddball,ok,,673.0,146,146,115,0,96,19
L1728,oddball,ok,,669.0,120,120,120,0,100,20
L1731,oddball,ok,,640.0,148,148,145,0,122,23
L1738,oddball,ok,,639.0,149,149,140,0,115,25
L1740,oddball,ok,,637.0,148,148,130,0,107,23
L1747,oddball,ok,,641.0,146,146,143,0,121,22
L1749,oddball,ok,,640.0,147,147,127,0,103,24
L1762,oddball,ok,,643.0,147,147,133,0,110,23
L1763,oddball,ok,,643.0,147,147,147,0,122,25
L1767,oddball,ok,,641.0,148,148,141,0,118,23
L1769,oddball,ok,,638.0,149,149,130,0,108,22
L1775,oddball,ok,,639.0,147,147,147,0,123,24
L1791,oddball,ok,,660.0,147,147,112,0,91,21
L1798,oddball,ok,,642.0,147,147,146,0,121,25
L1807,oddball,ok,,657.0,148,148,113,0,94,19
L1810,oddball,ok,,675.0,146,146,145,0,121,24
L1824,oddball,ok,,693.0,120,120,118,0,98,20
L1835,oddball,ok,,635.0,150,150,147,0,122,25
L1850,oddball,ok,,647.0,146,146,138,0,114,24
L1851,oddball,ok,,648.0,145,145,135,0,113,22
L1852,oddball,ok,,757.0,146,146,145,0,122,23
L1854,oddball,ok,,673.0,143,143,97,0,84,13
L1857,oddball,ok,,641.0,150,150,146,0,121,25
L186,oddball,ok,,665.0,129,129,121,0,101,20
L1865,oddball,ok,,644.0,150,150,150,0,125,25
L1874,oddball,ok,,649.0,148,148,140,0,115,25
L1882,oddball,ok,,760.0,150,150,150,0,125,25
L1893,oddball,ok,,641.0,147,147,126,0,109,17
L1896,oddball,ok,,649.0,142,142,121,0,100,21
L199,oddball,ok,,644.0,148,148,146,0,121,25
L200,oddball,ok,,641.0,147,147,147,0,122,25
L220,oddball,ok,,637.0,150,150,148,0,123,25
L226,oddball,ok,,648.0,147,147,146,0,122,24
L228,oddball,ok,,642.0,148,148,141,0,116,25
L246,oddball,ok,,636.0,150,150,140,0,116,24
L2499,oddball,ok,,642.0,147,147,134,0,110,24
L2511,oddball,ok,,644.0,146,146,144,0,120,24
L2520,oddball,ok,,643.0,149,149,141,0,116,25
L2525,oddball,ok,,639.0,149,149,144,0,119,25
L253,oddball,ok,,651.0,149,149,114,0,93,21
L2532,oddball,ok,,645.0,147,147,134,0,110,24
L2541,oddball,ok,,641.0,148,148,144,0,119,25
L2553,oddball,ok,,643.0,141,141,140,0,118,22
L2554,oddball,ok,,653.0,148,148,140,0,118,22
L256,oddball,ok,,647.0,140,140,135,0,112,23
L2568,oddball,ok,,642.0,145,145,140,0,115,25
L2580,oddball,ok,,640.0,148,148,128,0,103,25
L2586,oddball,ok,,636.0,149,149,148,0,123,25
L2588,oddball,ok,,659.0,143,143,135,0,112,23
L259,oddball,ok,,635.0,150,150,142,0,118,24
L2590,oddball,ok,,655.0,148,148,146,0,122,24
L2591,oddball,ok,,651.0,133,133,131,0,111,20
L2599,oddball,ok,,645.0,143,143,125,0,108,17
L26,oddball,ok,,646.0,148,148,141,0,117,24
L260,oddball,ok,,637.0,150,150,57,0,50,7
L261,oddball,ok,,636.0,148,148,133,0,109,24
L2628,oddball,ok,,725.0,146,146,141,0,117,24
L2635,oddball,ok,,648.0,145,145,116,0,95,21
L264,oddball,ok,,643.0,149,149,148,0,123,25
L2653,oddball,ok,,662.0,147,147,147,0,123,24
L2654,oddball,ok,,688.0,148,148,140,0,118,22
L2666,oddball,ok,,660.0,127,127,121,0,100,21
L2679,oddball,ok,,641.0,147,147,137,0,113,24
L2687,oddball,ok,,640.0,149,149,39,0,32,7
L2715,oddball,ok,,646.0,148,148,140,0,118,22
L2721,oddball,ok,,642.0,146,146,140,0,115,25
L2722,oddball,ok,,641.0,148,148,142,0,117,25
L2727,oddball,ok,,650.0,146,146,121,0,102,19
L273,oddball,ok,,637.0,150,150,150,0,125,25
L2733,oddball,ok,,677.0,145,145,122,0,102,20
L2734,oddball,ok,,641.0,149,149,131,0,109,22
L2747,oddball,ok,,639.0,149,149,129,0,110,19
L2748,oddball,ok,,640.0,148,148,128,0,107,21
L2754,oddball,ok,,636.0,149,149,142,0,120,22
L2756,oddball,ok,,641.0,146,146,146,0,122,24
L276,oddball,ok,,641.0,147,147,147,0,122,25
L2760,oddball,ok,,641.0,148,148,134,0,111,23
L2764,oddball,ok,,640.0,148,148,138,0,114,24
L2779,oddball,ok,,637.0,149,149,147,0,122,25
L2784,oddball,ok,,647.0,144,144,141,0,118,23
L2787,oddball,ok,,639.0,149,149,146,0,121,25
L279,oddball,ok,,640.0,146,146,138,0,113,25
L2790,oddball,ok,,642.0,148,148,113,0,95,18
L2795,oddball,ok,,638.0,148,148,148,0,124,24
L2799,oddball,ok,,637.0,148,148,146,0,122,24
L2812,oddball,ok,,644.0,144,144,144,0,121,23
L282,oddball,ok,,690.0,120,120,88,0,75,13
L2822,oddball,ok,,637.0,149,149,126,0,106,20
L2846,oddball,ok,,644.0,146,146,145,0,121,24
L2874,oddball,ok,,641.0,147,147,98,0,82,16
L2878,oddball,ok,,637.0,149,149,143,0,120,23
L2884,oddball,ok,,639.0,149,149,146,0,122,24
L2886,oddball,ok,,647.0,147,147,146,0,122,24
L2897,oddball,ok,,642.0,148,148,148,0,123,25
L2901,oddball,ok,,639.0,148,148,122,0,101,21
L2911,oddball,ok,,638.0,148,148,146,0,121,25
L2913,oddball,ok,,643.0,147,147,88,0,74,14
L292,oddball,ok,,646.0,140,140,124,0,105,19
L2924,oddball,ok,,653.0,143,143,125,0,103,22
L294,oddball,ok,,641.0,146,146,143,0,120,23
L297,oddball,ok,,659.0,146,146,146,0,122,24
L2976,oddball,ok,,645.0,144,144,37,0,28,9
L2979,oddball,ok,,644.0,146,146,142,0,120,22
L2989,oddball,ok,,645.0,145,145,142,0,119,23
L299,oddball,ok,,641.0,147,147,146,0,121,25
L2990,oddball,ok,,647.0,148,148,78,0,62,16
L3004,oddball,ok,,644.0,144,144,137,0,114,23
L3019,oddball,ok,,641.0,147,147,143,0,118,25
L305,oddball,ok,,637.0,150,150,149,0,124,25
L3051,oddball,ok,,637.0,150,150,130,0,108,22
L3067,oddball,ok,,638.0,148,148,145,0,123,22
L3075,oddball,ok,,643.0,149,149,126,0,105,21
L3077,oddball,ok,,637.0,148,148,148,0,124,24
L31,oddball,ok,,634.0,150,150,121,0,98,23
L3101,oddball,ok,,637.0,150,150,142,0,117,25
L3105,oddball,ok,,641.0,148,148,85,0,69,16
L3124,oddball,ok,,639.0,149,149,132,0,111,21
L3145,oddball,ok,,640.0,148,148,132,0,110,22
L3147,oddball,ok,,642.0,145,145,140,0,116,24
L316,oddball,ok,,640.0,148,148,131,0,109,22
L3176,oddball,ok,,641.0,149,149,97,0,80,17
L320,oddball,ok,,645.0,143,143,88,0,73,15
L335,oddball,ok,,635.0,150,150,149,0,124,25
L338,oddball,ok,,640.0,146,146,146,0,121,25
L34,oddball,ok,,655.0,146,146,120,0,100,20
L3403,oddball,ok,,639.0,149,149,147,0,123,24
L3424,oddball,ok,,638.0,145,145,139,0,116,23
L3427,oddball,ok,,639.0,143,143,126,0,109,17
L3430,oddball,ok,,651.0,150,150,132,0,107,25
L3439,oddball,ok,,637.0,150,150,139,0,117,22
L3445,oddball,ok,,635.0,149,149,148,0,123,25
L3448,oddball,ok,,635.0,150,150,139,0,115,24
L3465,oddball,ok,,633.0,149,149,145,0,122,23
L350,oddball,ok,,648.0,146,146,136,0,114,22
L3501,oddball,ok,,640.0,147,147,147,0,123,24
L3507,oddball,ok,,640.0,146,146,133,0,112,21
L3512,oddball,ok,,633.0,150,150,145,0,120,25
L3517,oddball,ok,,653.0,150,150,132,0,111,21
L3543,oddball,ok,,640.0,146,146,139,0,116,23
L3570,oddball,ok,,639.0,148,148,124,0,105,19
L3575,oddball,ok,,639.0,150,150,149,0,124,25
L3580,oddball,ok,,632.0,150,150,144,0,119,25
L3583,oddball,ok,,893.0,150,150,141,0,118,23
L3589,oddball,ok,,644.0,149,149,149,0,124,25
L3592,oddball,ok,,637.0,149,149,149,0,124,25
L3608,oddball,ok,,619.0,150,150,136,0,112,24
L3624,oddball,ok,,666.0,150,150,74,0,60,14
L3633,oddball,ok,,633.0,150,150,146,0,121,25
L3637,oddball,ok,,695.0,150,150,129,0,108,21
L3641,oddball,ok,,641.0,147,147,127,0,110,17
L3671,oddball,ok,,638.0,149,149,149,0,124,25
L3674,oddball,ok,,634.0,149,149,149,0,124,25
L3699,oddball,ok,,638.0,148,148,148,0,123,25
L3702,oddball,ok,,633.0,150,150,120,0,101,19
L3715,oddball,ok,,637.0,145,145,134,0,113,21
L3720,oddball,ok,,640.0,149,149,134,0,112,22
L3725,oddball,ok,,649.0,148,148,147,0,122,25
L3726,oddball,ok,,638.0,150,150,126,0,103,23
L3728,oddball,ok,,648.0,147,147,142,0,117,25
L3740,oddball,ok,,638.0,148,148,148,0,123,25
L3744,oddball,ok,,637.0,148,148,148,0,124,24
L3748,oddball,ok,,646.0,144,144,144,0,119,25
L3752,oddball,ok,,738.0,149,149,129,0,107,22
L3762,oddball,ok,,639.0,147,147,146,0,122,24
L3934,oddball,ok,,645.0,147,147,143,0,120,23
L3950,oddball,ok,,666.0,146,146,140,0,116,24
L3951,oddball,ok,,648.0,147,147,54,0,49,5
L3974,oddball,ok,,648.0,147,147,77,0,62,15
L3976,oddball,ok,,644.0,150,150,104,0,88,16
L3998,oddball,ok,,744.0,148,148,131,0,108,23
L4001,oddball,ok,,698.0,149,149,123,0,104,19
L4008,oddball,ok,,650.0,145,145,140,0,118,22
L4011,oddball,ok,,646.0,148,148,144,0,120,24
L4012,oddball,ok,,724.0,104,104,66,0,57,9
L4021,oddball,ok,,634.0,150,150,67,0,55,12
L4029,oddball,ok,,639.0,149,149,148,0,125,23
L4046,oddball,ok,,664.0,147,147,135,0,111,24
L4047,oddball,ok,,667.0,147,147,142,0,117,25
L4054,oddball,ok,,641.0,150,150,117,0,98,19
L4060,oddball,ok,,643.0,148,148,125,0,104,21
L4088,oddball,ok,,677.0,130,130,128,0,107,21
L41,oddball,ok,,638.0,148,148,147,0,122,25
L4103,oddball,ok,,678.0,147,147,128,0,107,21
L4107,oddball,ok,,638.0,150,150,90,0,75,15
L4116,oddball,ok,,657.0,148,148,123,0,104,19
L4208,oddball,ok,,641.0,147,147,120,0,102,18
L421,oddball,ok,,629.0,147,147,103,0,86,17
L4210,oddball,ok,,642.0,147,147,102,0,86,16
L4220,oddball,ok,,638.0,149,149,127,0,107,20
L4224,oddball,ok,,642.0,148,148,146,0,121,25
L4244,oddball,ok,,642.0,145,145,114,0,97,17
L4257,oddball,ok,,635.0,150,150,128,0,109,19
L4269,oddball,ok,,645.0,147,147,99,0,80,19
L4270,oddball,ok,,640.0,148,148,138,0,116,22
L4289,oddball,ok,,652.0,145,145,131,0,106,25
L431,oddball,ok,,641.0,148,148,140,0,117,23
L4311,oddball,ok,,679.0,148,148,145,0,122,23
L4318,oddball,ok,,695.0,149,149,148,0,124,24
L4320,oddball,ok,,645.0,149,149,93,0,78,15
L4322,oddball,ok,,676.0,120,120,114,0,96,18
L4324,oddball,ok,,679.0,120,120,118,0,98,20
L4327,oddball,ok,,639.0,148,148,143,0,119,24
L4336,oddball,ok,,674.0,124,124,118,0,98,20
L4342,oddball,ok,,630.0,133,133,53,0,43,10
L4348,oddball,ok,,647.0,146,146,146,0,121,25
L4351,oddball,ok,,693.0,137,137,137,0,116,21
L4359,oddball,ok,,657.0,148,148,87,0,73,14
L4362,oddball,ok,,630.0,146,146,131,0,107,24
L438,oddball,ok,,646.0,145,145,116,0,96,20
L439,oddball,ok,,640.0,150,150,121,0,98,23
L4395,oddball,ok,,711.0,131,131,117,0,99,18
L4399,oddball,ok,,666.0,123,123,123,0,103,20
L4401,oddball,ok,,639.0,148,148,100,0,80,20
L4402,oddball,ok,,638.0,148,148,147,0,122,25
L4404,oddball,ok,,641.0,147,147,146,0,122,24
L4409,oddball,ok,,639.0,149,149,132,0,110,22
L441,oddball,ok,,640.0,147,147,141,0,119,22
L4418,oddball,ok,,612.0,150,150,117,0,98,19
L4432,oddball,ok,,648.0,148,148,131,0,110,21
L4444,oddball,ok,,636.0,150,150,149,0,124,25
L4452,oddball,ok,,672.0,140,140,140,0,118,22
L4463,oddball,ok,,700.0,143,143,126,0,105,21
L4487,oddball,ok,,635.0,149,149,130,0,108,22
L4499,oddball,ok,,640.0,149,149,142,0,120,22
L45,oddball,ok,,654.0,148,148,143,0,119,24
L4517,oddball,ok,,633.0,150,150,83,0,68,15
L4518,oddball,ok,,652.0,142,142,140,0,118,22
L4519,oddball,ok,,672.0,149,149,140,0,115,25
L4520,oddball,ok,,639.0,148,148,129,0,108,21
L4527,oddball,ok,,642.0,148,148,140,0,118,22
L4528,oddball,ok,,639.0,149,149,134,0,112,22
L4532,oddball,ok,,668.0,150,150,136,0,112,24
L4535,oddball,ok,,817.0,150,150,97,0,80,17
L4536,oddball,ok,,554.0,148,148,135,0,111,24
L4544,oddball,ok,,643.0,145,145,145,0,120,25
L4545,oddball,ok,,677.0,148,148,144,0,120,24
L4554,oddball,ok,,640.0,149,149,136,0,111,25
L4561,oddball,ok,,642.0,145,145,115,0,96,19
L4566,oddball,ok,,643.0,146,146,129,0,109,20
L4577,oddball,ok,,623.0,145,145,142,0,117,25
L4578,oddball,ok,,643.0,146,146,123,0,104,19
L458,oddball,ok,,640.0,149,149,64,0,46,18
L4580,oddball,ok,,636.0,149,149,65,0,53,12
L4582,oddball,ok,,720.0,149,149,149,0,124,25
L4584,oddball,ok,,642.0,147,147,97,0,78,19
L49,oddball,ok,,644.0,146,146,143,0,119,24
L5,oddball,ok,,643.0,147,147,140,0,117,23
L50,oddball,ok,,725.0,99,99,98,0,84,14
L506,oddball,ok,,641.0,148,148,146,0,121,25
L514,oddball,ok,,641.0,147,147,93,0,77,16
L518,oddball,ok,,639.0,146,146,136,0,114,22
L522,oddball,ok,,642.0,144,144,142,0,119,23
L524,oddball,ok,,675.0,150,150,148,0,123,25
L528,oddball,ok,,653.0,144,144,96,0,79,17
L545,oddball,ok,,676.0,149,149,144,0,120,24
L546,oddball,ok,,635.0,149,149,140,0,117,23
L553,oddball,ok,,637.0,150,150,127,0,106,21
L559,oddball,ok,,635.0,149,149,137,0,113,24
L569,oddball,ok,,641.0,146,146,78,0,62,16
L573,oddball,ok,,639.0,146,146,138,0,114,24
L579,oddball,ok,,634.0,148,148,107,0,92,15
L585,oddball,ok,,648.0,150,150,125,0,106,19
L588,oddball,ok,,671.0,150,150,150,0,125,25
L597,oddball,ok,,646.0,150,150,149,0,124,25
L6,oddball,ok,,643.0,147,147,137,0,115,22
L60,oddball,ok,,651.0,149,149,126,0,106,20
L610,oddball,ok,,689.0,147,147,142,0,119,23
L612,oddball,ok,,651.0,148,148,143,0,118,25
L626,oddball,ok,,637.0,148,148,138,0,116,22
L629,oddball,ok,,635.0,150,150,134,0,110,24
L631,oddball,ok,,641.0,148,148,93,0,75,18
L637,oddball,ok,,638.0,149,149,130,0,110,20
L64,oddball,ok,,664.0,150,150,125,0,104,21
L681,oddball,ok,,654.0,146,146,113,0,95,18
L688,oddball,ok,,693.0,148,148,138,0,115,23
L690,oddball,ok,,657.0,148,148,129,0,106,23
L698,oddball,ok,,640.0,149,149,139,0,115,24
L699,oddball,ok,,646.0,144,144,126,0,104,22
L701,oddball,ok,,654.0,142,142,133,0,109,24
L708,oddball,ok,,741.0,148,148,127,0,104,23
L711,oddball,ok,,641.0,147,147,122,0,101,21
L713,oddball,ok,,652.0,146,146,145,0,120,25
L714,oddball,ok,,658.0,143,143,133,0,113,20
L721,oddball,ok,,637.0,150,150,138,0,116,22
L737,oddball,ok,,643.0,147,147,131,0,108,23
L748,oddball,ok,,729.0,149,149,148,0,124,24
L759,oddball,ok,,639.0,147,147,146,0,122,24
L767,oddball,ok,,639.0,149,149,149,0,124,25
L787,oddball,ok,,638.0,149,149,146,0,122,24
L815,oddball,ok,,674.0,123,123,114,0,94,20
L816,oddball,ok,,638.0,150,150,112,0,90,22
L82,oddball,ok,,640.0,147,147,135,0,112,23
L828,oddball,ok,,567.0,120,120,115,0,96,19
L835,oddball,ok,,641.0,149,149,101,0,84,17
L851,oddball,ok,,674.0,150,150,130,0,107,23
L854,oddball,ok,,641.0,147,147,131,0,110,21
L861,oddball,ok,,641.0,146,146,124,0,101,23
L98,oddball,ok,,651.0,137,137,132,0,110,22
L99,oddball,ok,,640.0,149,149,134,0,109,25
L105,oddball,ok,,644.0,146,146,143,0,119,24
L120,oddball,ok,,646.0,147,147,147,0,123,24
L121,oddball,ok,,650.0,137,137,122,0,103,19
L122,oddball,ok,,636.0,150,150,146,0,122,24
L125,oddball,ok,,650.0,148,148,148,0,123,25
L127,oddball,ok,,639.0,148,148,145,0,121,24
L130,oddball,ok,,637.0,149,149,149,0,125,24
L131,oddball,ok,,641.0,149,149,149,0,124,25
L1351,oddball,ok,,635.0,150,150,130,0,107,23
L1371,oddball,ok,,639.0,149,149,126,0,105,21
L1375,oddball,ok,,639.0,148,148,120,0,98,22
L1407,oddball,ok,,651.0,148,148,122,0,102,20
L1409,oddball,ok,,642.0,149,149,138,0,116,22
L141,oddball,ok,,654.0,136,136,136,0,112,24
L1425,oddball,ok,,640.0,148,148,54,0,43,11
L1428,oddball,ok,,639.0,149,149,149,0,124,25
L1429,oddball,ok,,657.0,145,145,124,0,102,22
L143,oddball,ok,,654.0,147,147,139,0,116,23
L1431,oddball,ok,,638.0,149,149,115,0,95,20
L1441,oddball,ok,,641.0,148,148,145,0,121,24
L1443,oddball,ok,,642.0,149,149,133,0,113,20
L1448,oddball,ok,,650.0,143,143,108,0,88,20
L1449,oddball,ok,,705.0,146,146,141,0,116,25
L145,oddball,ok,,633.0,124,124,117,0,97,20
L1453,oddball,ok,,625.0,150,150,109,0,93,16
L1458,oddball,ok,,655.0,136,136,130,0,108,22
L1464,oddball,ok,,642.0,146,146,143,0,118,25
L1467,oddball,ok,,663.0,129,129,95,0,82,13
L1470,oddball,ok,,664.0,123,123,110,0,92,18
L1475,oddball,ok,,621.0,150,150,117,0,99,18
L1478,oddball,ok,,638.0,149,149,147,0,124,23
L149,oddball,ok,,648.0,145,145,138,0,113,25
L1495,oddball,ok,,654.0,148,148,143,0,118,25
L1497,oddball,ok,,686.0,142,142,138,0,116,22
L1498,oddball,ok,,618.0,150,150,140,0,116,24
L1500,oddball,ok,,657.0,128,128,128,0,107,21
L1515,oddball,ok,,645.0,140,140,139,0,117,22
L1523,oddball,ok,,633.0,150,150,148,0,123,25
L1544,oddball,ok,,622.0,150,150,142,0,117,25
L1551,oddball,ok,,639.0,147,147,146,0,122,24
L1565,oddball,ok,,643.0,147,147,123,0,101,22
L1570,oddball,ok,,651.0,146,146,139,0,115,24
L1573,oddball,ok,,639.0,150,150,140,0,118,22
L1574,oddball,ok,,633.0,150,150,126,0,105,21
L1587,oddball,ok,,639.0,147,147,145,0,120,25
L1592,oddball,ok,,669.0,144,144,134,0,112,22
L1593,oddball,ok,,644.0,150,150,143,0,119,24
L1598,oddball,ok,,616.0,150,150,88,0,75,13
L1602,oddball,ok,,637.0,149,149,96,0,79,17
L1606,oddball,ok,,638.0,150,150,148,0,123,25
L1611,oddball,ok,,639.0,147,147,133,0,114,19
L1616,oddball,ok,,638.0,149,149,147,0,123,24
L1639,oddball,ok,,641.0,147,147,133,0,113,20
L1642,oddball,ok,,639.0,148,148,120,0,97,23
L1656,oddball,ok,,649.0,149,149,143,0,119,24
L1664,oddball,ok,,718.0,148,148,127,0,105,22
L1672,oddball,ok,,739.0,149,149,137,0,114,23
L1679,oddball,ok,,671.0,139,139,81,0,66,15
L168,oddball,ok,,623.0,150,150,53,0,45,8
L1688,oddball,ok,,637.0,149,149,138,0,115,23
L1694,oddball,ok,,663.0,146,146,145,0,122,23
L1703,oddball,ok,,645.0,145,145,140,0,116,24
L1704,oddball,ok,,639.0,148,148,148,0,124,24
L1708,oddball,ok,,638.0,148,148,128,0,104,24
L1719,oddball,ok,,641.0,148,148,136,0,114,22
L1727,oddball,ok,,653.0,148,148,141,0,117,24
L1732,oddball,ok,,638.0,149,149,143,0,118,25
L1733,oddball,ok,,676.0,148,148,148,0,123,25
L1742,oddball,ok,,648.0,149,149,138,0,114,24
L1746,oddball,ok,,643.0,146,146,133,0,111,22
L1751,oddball,ok,,637.0,148,148,148,0,123,25
L1753,oddball,ok,,668.0,148,148,145,0,121,24
L1759,oddball,ok,,639.0,148,148,142,0,119,23
L1773,oddball,ok,,639.0,149,149,129,0,107,22
L1788,oddball,ok,,640.0,146,146,143,0,120,23
L1790,oddball,ok,,676.0,146,146,122,0,104,18
L1799,oddball,ok,,638.0,149,149,134,0,111,23
L181,oddball,ok,,641.0,147,147,147,0,123,24
L1820,oddball,ok,,700.0,150,150,107,0,89,18
L1831,oddball,ok,,734.0,145,145,112,0,92,20
L1836,oddball,ok,,659.0,138,138,131,0,108,23
L1855,oddball,ok,,633.0,150,150,146,0,121,25
L1859,oddball,ok,,650.0,143,143,138,0,115,23
L1864,oddball,ok,,662.0,145,145,117,0,95,22
L1876,oddball,ok,,643.0,146,146,137,0,116,21
L1879,oddball,ok,,619.0,146,146,143,0,119,24
L1898,oddball,ok,,642.0,146,146,140,0,118,22
L1901,oddball,ok,,642.0,147,147,121,0,97,24
L1903,oddball,ok,,648.0,145,145,123,0,102,21
L1909,oddball,ok,,650.0,138,138,76,0,61,15
L1910,oddball,ok,,642.0,149,149,90,0,75,15
L206,oddball,ok,,639.0,150,150,150,0,125,25
L207,oddball,ok,,639.0,148,148,148,0,123,25
L208,oddball,ok,,658.0,129,129,90,0,77,13
L21,oddball,ok,,640.0,148,148,146,0,122,24
L211,oddball,ok,,643.0,144,144,134,0,112,22
L222,oddball,ok,,681.0,148,148,148,0,124,24
L2540,oddball,ok,,641.0,148,148,141,0,117,24
L255,oddball,ok,,648.0,138,138,66,0,53,13
L2552,oddball,ok,,643.0,149,149,148,0,123,25
L2556,oddball,ok,,649.0,150,150,128,0,107,21
L2564,oddball,ok,,640.0,148,148,141,0,118,23
L2565,oddball,ok,,640.0,148,148,145,0,121,24
L2571,oddball,ok,,642.0,147,147,124,0,100,24
L258,oddball,ok,,647.0,147,147,117,0,97,20
L2616,oddball,ok,,649.0,146,146,140,0,117,23
L2622,oddball,ok,,642.0,143,143,139,0,114,25
L2623,oddball,ok,,643.0,146,146,144,0,122,22
L2637,oddball,ok,,642.0,149,149,132,0,112,20
L2645,oddball,ok,,640.0,148,148,99,0,80,19
L2648,oddball,ok,,661.0,132,132,132,0,111,21
L2649,oddball,ok,,641.0,148,148,142,0,118,24
L2657,oddball,ok,,675.0,147,147,132,0,111,21
L2664,oddball,ok,,660.0,143,143,135,0,114,21
L2665,oddball,ok,,672.0,146,146,146,0,122,24
L2684,oddball,ok,,643.0,147,147,132,0,109,23
L2688,oddball,ok,,652.0,148,148,62,0,55,7
L2695,oddball,ok,,644.0,146,146,143,0,120,23
L2696,oddball,ok,,641.0,147,147,146,0,122,24
L2710,oddball,ok,,647.0,143,143,30,0,23,7
L2718,oddball,ok,,646.0,146,146,141,0,117,24
L2720,oddball,ok,,642.0,147,147,68,0,56,12
L2724,oddball,ok,,640.0,148,148,85,0,74,11
L2725,oddball,ok,,670.0,120,120,120,0,100,20
L2750,oddball,ok,,647.0,144,144,144,0,123,21
L2757,oddball,ok,,641.0,148,148,136,0,112,24
L2763,oddball,ok,,638.0,148,148,146,0,122,24
L2766,oddball,ok,,652.0,138,138,133,0,111,22
L2767,oddball,ok,,651.0,143,143,84,0,70,14
L2772,oddball,ok,,642.0,147,147,133,0,111,22
L2776,oddball,ok,,641.0,148,148,80,0,65,15
L2777,oddball,ok,,636.0,149,149,145,0,121,24
L2796,oddball,ok,,649.0,146,146,144,0,120,24
L2803,oddball,ok,,639.0,147,147,144,0,120,24
L2804,oddball,ok,,646.0,148,148,133,0,110,23
L2805,oddball,ok,,644.0,144,144,137,0,113,24
L2819,oddball,ok,,647.0,145,145,145,0,120,25
L2823,oddball,ok,,637.0,149,149,149,0,124,25
L2841,oddball,ok,,682.0,147,147,135,0,112,23
L2853,oddball,ok,,638.0,148,148,148,0,124,24
L2862,oddball,ok,,637.0,149,149,149,0,124,25
L2868,oddball,ok,,690.0,148,148,146,0,121,25
L2873,oddball,ok,,637.0,149,149,144,0,119,25
L2881,oddball,ok,,641.0,148,148,141,0,117,24
L2882,oddball,ok,,644.0,147,147,146,0,121,25
