cv_protocol,cohort_name,modality,device,task,model,seed,feature_set_a,feature_set_b,comparison,n_subjects,auroc_diff,auroc_diff_ci_low,auroc_diff_ci_high,auprc_diff,auprc_diff_ci_low,auprc_diff_ci_high,fold_direction_consistency,folds_compared,n_bootstrap,protocol_consistent_direction,comparator_auroc,comparator_above_chance
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,2,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.0034493971006639423,-0.011032696710627829,0.004063187345422845,-0.00946337519814,-0.02499392227870102,0.0066788326957794185,1,5,1000,1,0.5848922910174773,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,2,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,0.027503725782414334,0.009520505266079319,0.04613416742391661,0.03019762963008371,0.012616383096636503,0.05161051937441669,4,5,1000,1,0.557388565235063,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,mean,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,-0.007841755859639532,-0.01879804982994678,0.0034200757829103657,5.100646466216219e-05,-0.00926894054630176,0.010258463782349188,0,5,1000,0,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,mean,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.10429210134128164,-0.13864105768757526,-0.06715709001721448,-0.08969773579697593,-0.1218583709468665,-0.058119561035434086,0,5,1000,1,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,mean,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,-0.006677956916406935,-0.041371553328616695,0.026601762700809,-0.004975964833017876,-0.030995806504029385,0.02029558900759536,2,5,1000,0,0.4933152689337488,0
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,mean,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.002267985367836234,-0.007570508687304994,0.00313519202647077,0.0003974860048801543,-0.010195689701957224,0.010932758635073982,2,5,1000,0,0.5853556428668202,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__condition_aware__mean_std__none,mean,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,-0.005573770491803298,-0.016499749491282124,0.006477778795797168,-0.0003464795402179921,-0.012427913043989757,0.011957989049983284,2,5,1000,0,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,0,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,0.0038842975206611063,-0.002003907490936957,0.008998700439994225,-0.006217394065362536,-0.016571352985171307,0.003879794991471192,2,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,0,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.100909090909091,-0.1416798244062094,-0.06058586575986784,-0.08196639035600317,-0.11979544723036946,-0.04430771122463459,0,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,0,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,-0.010169353746104837,-0.047274987069932176,0.025624983057704612,-0.006480812252055934,-0.034704497304451895,0.02056859828592184,0,5,1000,1,0.49063947974529193,0
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,0,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.0008440590705866002,-0.008544463006542529,0.007252597134466084,0.0032883821419261716,-0.009908112126819222,0.0163602791393317,3,5,1000,0,0.5861075734995258,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,0,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,0.004728356591247707,-0.0032420895394206614,0.012247629358896166,-0.009505776207288708,-0.02250113220143498,0.002923306984165817,2,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,1,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,-0.023738653299010926,-0.04064852211925104,-0.007662054190752096,-0.015676259670655,-0.02781669427943273,-0.0026663004128598487,2,5,1000,0,0.6012593144560358,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,1,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.11384974935645575,-0.1519962495165109,-0.07713375055181944,-0.0887434148015373,-0.12222035013993952,-0.05347770455982158,0,5,1000,1,0.6012593144560358,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,1,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,-0.002433274624034698,-0.03903446735290703,0.03453597002842594,0.010295248784194744,-0.01579079659645304,0.03925869987805474,0,5,1000,1,0.4898428397236147,0
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,1,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.000506706408345714,-0.006480309321603536,0.005222822564187746,-0.005246160988096105,-0.014807974771946992,0.005240027481185124,2,5,1000,1,0.5780273675653705,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,1,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,-0.02323194689066521,-0.03933993920314613,-0.006575291495549097,-0.010430098682558897,-0.023918994831657,0.0030618173261145135,3,5,1000,0,0.6012593144560358,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,2,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,0.029307004470938924,0.01163238053630708,0.04822465560183859,0.026949767366760247,0.011982498498495035,0.04586417396602949,4,5,1000,1,0.557388565235063,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,2,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.06545251320959217,-0.10677434457190672,-0.028313766840851233,-0.04253535732626129,-0.0803970490732022,-0.0077016703268349305,0,5,1000,1,0.557388565235063,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,2,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,-0.02113941200379349,-0.05753627190135367,0.0160841513987016,0.0016257714035553539,-0.028877082457430706,0.031168607315214116,2,5,1000,1,0.5130754640292643,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,2,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,0.00180327868852459,-0.005796811833761989,0.00919653119814233,-0.0032478622633234644,-0.018048264957577484,0.012249414263970316,4,5,1000,0,0.5848922910174773,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,2,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,0.027503725782414334,0.008524369958460416,0.04726548166306135,0.03019762963008371,0.011122934349780025,0.05059177900611903,4,5,1000,1,0.557388565235063,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,mean,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,-0.006638666847310626,-0.017726701003510623,0.003936398972051446,-0.0035770920106308335,-0.012404161916453979,0.006800750867789393,3,5,1000,0,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,mean,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.10838097818723746,-0.14614794701170472,-0.0717394987059358,-0.08135614248555212,-0.11738465687039729,-0.04527270490727368,0,5,1000,1,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,mean,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,-0.01076683376236276,-0.04462697580111484,0.02686994654047587,0.0033656284784059354,-0.024399586453383096,0.03155484674259916,0,5,1000,1,0.4933152689337488,0
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,mean,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.0010648963555073276,-0.007298464690162426,0.004854126837530125,-0.0032306124704128414,-0.013826200488958574,0.007770271675952158,3,5,1000,0,0.5853556428668202,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__difference_wave__mean_std__none,mean,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,-0.005573770491803298,-0.01697323080269472,0.006306291450711805,-0.0003464795402179921,-0.012384269208702245,0.011839304793592334,2,5,1000,0,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,0,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,0.0006719956645440117,-0.005206887027201507,0.006924369338547653,-0.006901641980383122,-0.017557908216229032,0.005134452308027144,1,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,0,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.1291965858284786,-0.1697440751479789,-0.09210615993294959,-0.11332214520854905,-0.1452180114020148,-0.08290328316666834,0,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,0,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,-0.03845684866549243,-0.07628201574468586,0.00022542943950184814,-0.037836567104601815,-0.06595632980888597,-0.008680583099501177,2,5,1000,0,0.49063947974529193,0
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,0,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.004056360926703695,-0.011984048705271066,0.003433143250128219,0.0026041342269055856,-0.012036933579337206,0.016703793481250086,3,5,1000,0,0.5861075734995258,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,0,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,0.004728356591247707,-0.0034237616965410445,0.012674658140422757,-0.009505776207288708,-0.023247807055265586,0.004124609218673467,2,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,1,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,-0.021740279094973558,-0.03722931526590006,-0.0069266316289805395,-0.014013928831245748,-0.02511853135172435,-0.0006303053481766678,2,5,1000,0,0.6012593144560358,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,1,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.06195027774014361,-0.0979298563413353,-0.02829315537427996,-0.06212429202555869,-0.09659775496664257,-0.02995195511656475,0,5,1000,1,0.6012593144560358,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,1,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,0.049466196992277445,0.010637494990302324,0.08943117122860614,0.036914371560173354,0.007578300935619707,0.06882075593528876,2,5,1000,0,0.4898428397236147,0
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,1,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,0.0014916677956916535,-0.004248960519439293,0.007324241401211015,-0.0035838301486868507,-0.013018355461050346,0.008543460016962273,2,5,1000,0,0.5780273675653705,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,1,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,-0.02323194689066521,-0.03971058156421163,-0.0060282417642976895,-0.010430098682558897,-0.023520272791887675,0.0034076959931146926,3,5,1000,0,0.6012593144560358,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,2,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,0.024128844330036592,0.006617587405748024,0.042961079785999425,0.029803822377741818,0.013872202577727746,0.04769589988621464,2,5,1000,1,0.557388565235063,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,2,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.07657024793388428,-0.11625883602295889,-0.03653240688511725,-0.048558640883002935,-0.07942050390840542,-0.013104393859182361,0,5,1000,1,0.557388565235063,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,2,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,-0.032257146728085606,-0.06914612817053162,0.0077290041363539605,-0.004397512153186289,-0.034041467797854774,0.027629905421054656,2,5,1000,0,0.5130754640292643,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,2,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.0033748814523777426,-0.010756073439541224,0.004631826917887253,-0.0003938072523418934,-0.01631306068468619,0.015378979552556432,3,5,1000,1,0.5848922910174773,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,2,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,0.027503725782414334,0.008054722591121518,0.046218368050147306,0.03019762963008371,0.01070598823067751,0.05112882503296678,4,5,1000,1,0.557388565235063,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,mean,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,-0.00712369597615492,-0.018725226037977154,0.0029245209183808266,-0.0017971846030384597,-0.011430455184700717,0.009553582566741105,1,5,1000,0,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,mean,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.09275572415661837,-0.12959618535268977,-0.05595906731124861,-0.07676364036097039,-0.10762798148127424,-0.04452833644474597,0,5,1000,1,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,mean,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,0.004858420268256336,-0.0289115205026091,0.03882124045582018,0.007958130602987668,-0.017324347279327645,0.03603018740772481,2,5,1000,1,0.4933152689337488,0
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,mean,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.001549925484351622,-0.007240123577207447,0.004022317216999809,-0.0014507050628204676,-0.01158422103141503,0.008740606398624593,3,5,1000,0,0.5853556428668202,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__standard_only__mean_std__none,mean,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,-0.005573770491803298,-0.017506394703818737,0.006482532617983166,-0.0003464795402179921,-0.012882234691917054,0.011693463965145147,2,5,1000,0,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,0,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,0.004171521474054973,-0.00037011506859990485,0.009204238830767887,-4.604289747850432e-05,-0.008615947169098198,0.009557734487192403,4,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,0,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.026358217043761067,-0.06452228596902183,0.011516274701824702,-0.060801558091021,-0.09571604791567394,-0.02863293642630149,0,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,0,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,0.0643815201192251,0.027332933431280647,0.10105432694829616,0.014684020012926235,-0.016124822829953957,0.04355392284385716,1,5,1000,1,0.49063947974529193,0
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,0,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.0005568351171927333,-0.007759805695066233,0.007020067217922382,0.009459733309810203,-0.0026226043347796447,0.023292007272965046,4,5,1000,0,0.5861075734995258,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,0,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,0.004728356591247707,-0.0035964508569673844,0.01264593391953728,-0.009505776207288708,-0.022604687826395752,0.004587864016807962,2,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,1,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,-0.02341213927652075,-0.03886974309378495,-0.007828836613694762,-0.01338550515876541,-0.02447997932251146,-0.00017397689526548653,0,5,1000,0,0.6012593144560358,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,1,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.09202750304836738,-0.12953529009121564,-0.05629624653788092,-0.0695639987558962,-0.10363623398453711,-0.03395440876467614,0,5,1000,1,0.6012593144560358,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,1,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,0.01938897168405368,-0.018739042397265676,0.059884749310428316,0.02947466482983585,-0.0007938985661182478,0.06240264456855687,2,5,1000,0,0.4898428397236147,0
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,1,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.00018019238585553765,-0.006192567100034127,0.006323323341110384,-0.0029554064762065124,-0.012165929861534202,0.006891249661529362,2,5,1000,1,0.5780273675653705,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,1,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,-0.02323194689066521,-0.041017378649961245,-0.007089766295301588,-0.010430098682558897,-0.022591205900897957,0.0030713443263489983,3,5,1000,0,0.6012593144560358,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,2,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,0.025350900961929268,0.0070156816056512914,0.044491780911090545,0.029439238436921533,0.010820547888993602,0.05116587887151568,2,5,1000,1,0.557388565235063,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,2,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.04608792846497767,-0.0827644054354137,-0.009624148910330197,-0.036621154007299817,-0.06871852110155666,-0.0017215832224969846,0,5,1000,1,0.557388565235063,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,2,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,-0.0017748272591789904,-0.037883010422471004,0.033404346792177415,0.007539974722516829,-0.020465747228722027,0.03540995731072115,1,5,1000,1,0.5130754640292643,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,2,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.0021528248204850664,-0.009378706298630279,0.005196621003154002,-0.0007583911931621778,-0.018312690216064208,0.017836500507722303,2,5,1000,0,0.5848922910174773,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,2,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,0.027503725782414334,0.008413254165485004,0.047469938300390715,0.03019762963008371,0.01019594509429057,0.051804407309225156,4,5,1000,1,0.557388565235063,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,mean,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,-0.007592467145373316,-0.017552747260698612,0.0025941246985262357,0.001204668593063285,-0.008203674787670402,0.011516497830656476,2,5,1000,0,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,mean,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.05458338978458199,-0.09410406366600015,-0.015883338183326733,-0.06235992058199841,-0.09843543275702289,-0.025799254113761255,0,5,1000,1,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,mean,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,0.04303075464029271,0.0059492373343856,0.07988718038030679,0.022361850381959647,-0.007361374939052903,0.05077511780365423,1,5,1000,1,0.4933152689337488,0
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,mean,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.002018696653570018,-0.007743747399505613,0.003124351997613773,0.001551148133281277,-0.010515509155815757,0.01209655128321339,2,5,1000,0,0.5853556428668202,1
group_cv,eeg_oddball_goal3,eeg,,oddball,conformer__target_only__mean_std__none,mean,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,-0.005573770491803298,-0.017486093115469475,0.006144998133660539,-0.0003464795402179921,-0.012474763950353728,0.011978225048419801,2,5,1000,0,0.5909294133586235,1
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__condition_aware__attention__none,0,demographics_eeg_deep,demographics,demographics_eeg_deep_vs_demographics,1820,0.0020051483538815473,-0.005990505292305592,0.00952504817310728,-0.0002620637780466617,-0.011849292021446741,0.011836703855175388,2,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__condition_aware__attention__none,0,eeg_deep,demographics,eeg_deep_vs_demographics,1820,-0.047318791491667844,-0.08438455634161539,-0.010909715806510066,-0.04950653658620913,-0.08582692911624201,-0.01211541080216758,0,5,1000,1,0.5813792169082781,1
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__condition_aware__attention__none,0,eeg_deep,eeg_traditional,eeg_deep_vs_eeg_traditional,1820,0.04342094567131832,0.012307261518711513,0.07865342711600429,0.02597904151773811,0.0005252608996260789,0.05335820427446528,2,5,1000,1,0.49063947974529193,0
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__condition_aware__attention__none,0,demographics_eeg_deep,demographics_eeg_traditional,demographics_eeg_deep_vs_demographics_eeg_traditional,1820,-0.0027232082373661592,-0.011133383133120688,0.005344195190741674,0.009243712429242046,-0.005361841068298364,0.022544292609266305,3,5,1000,0,0.5861075734995258,1
group_cv,eeg_oddball_goal3,eeg,,oddball,eegnet__condition_aware__attention__none,0,demographics_eeg_traditional,demographics,demographics_eeg_traditional_vs_demographics,1820,0.004728356591247707,-0.003561193500056453,0.011948755453555534,-0.009505776207288708,-0.022624585571400034,0.0031221294406195087,2,5,1000,1,0.5813792169082781,1
