feature,n,r_half,spearman_brown
signal_contrast_late_sad_minus_neutral_off_face_share,305,-0.2775414187735731,-0.7683247897822072
signal_contrast_late_sad_minus_neutral_n_fixations,305,0.0013326233012411002,0.002661699559628137
signal_contrast_late_sad_minus_neutral_mean_fixation_ms,305,-0.22112777049835627,-0.567815264487844
signal_contrast_late_sad_minus_neutral_scanpath,305,-0.08090793047217004,-0.17606055618287578
signal_contrast_late_sad_minus_neutral_pupil_delta,305,0.09561058706907154,0.1745338867614354
signal_contrast_late_happy_minus_neutral_eyes_share,305,-0.0336721333454032,-0.06969090824623592
signal_contrast_late_happy_minus_neutral_mouth_share,305,-0.0018346974070845795,-0.00367613941762676
signal_contrast_late_happy_minus_neutral_off_face_share,305,-0.13836117850114696,-0.3211581814766946
signal_contrast_late_happy_minus_neutral_n_fixations,305,-0.0264716024280421,-0.05438280484485911
signal_contrast_late_happy_minus_neutral_mean_fixation_ms,305,0.13623838781653755,0.23980599366712338
signal_contrast_late_happy_minus_neutral_scanpath,305,-0.0069075066474745,-0.013911104340655792
signal_contrast_late_happy_minus_neutral_pupil_delta,305,0.0917284194922286,0.1680425605021663
signal_contrast_late_sad_minus_happy_eyes_share,305,0.05483986327005571,0.1039776086960715
signal_contrast_late_sad_minus_happy_mouth_share,305,0.09018746212888779,0.16545312666277084
signal_contrast_late_sad_minus_happy_off_face_share,305,-0.21570255710390976,-0.5500529398831349
signal_contrast_late_sad_minus_happy_n_fixations,305,0.06457989015657781,0.12132464787979311
signal_contrast_late_sad_minus_happy_mean_fixation_ms,305,0.13607565633577612,0.23955386347184943
signal_contrast_late_sad_minus_happy_scanpath,305,-0.00880595757548616,-0.017768382775881733
signal_contrast_late_sad_minus_happy_pupil_delta,305,-0.0014227331431401887,-0.002849520393386102
signal_first_fixation_ms_happy,305,0.28701153017257847,0.44601236810068423
signal_first_fixation_on_eyes_happy,305,0.31424984133754863,0.4782193331181654
signal_first_fixation_ms_neutral,305,0.3296594909677545,0.4958555076801224
signal_first_fixation_on_eyes_neutral,305,0.19506944927190017,0.32645709316851307
signal_first_fixation_ms_sad,305,0.2746661227152011,0.4309616735245576
signal_first_fixation_on_eyes_sad,305,0.14661475777626354,0.2557349916908573
signal_contrast_sad_minus_neutral_first_fixation_ms,305,-0.05511257502252513,-0.11665426709184738
signal_contrast_sad_minus_neutral_first_fixation_on_eyes,305,-0.20304387958995768,-0.5095484541494943
signal_contrast_happy_minus_neutral_first_fixation_ms,305,-0.10824806600808588,-0.2427761844563993
signal_contrast_happy_minus_neutral_first_fixation_on_eyes,305,-0.04195369845284213,-0.08758177634022637
signal_trend_eyes_share,305,0.5844091680038747,0.7376998060925705
signal_trend_n_fixations,305,0.46716163380056064,0.6368236778253492
signal_trend_pupil_delta,305,0.0802077330731012,0.14850427490445167
