L_id,task,feature_status,feature_error,sfreq,n_epochs_total,n_epochs_good,bad_epoch_rate,n_channels_used,duration_sec_loaded
L516,rest,ok,,250.0,64,63,0.015625,32,321.996
L517,rest,ok,,250.0,67,30,0.5522388059701493,32,337.996
L518,rest,ok,,250.0,64,48,0.25,32,321.996
L520,rest,ok,,250.0,71,63,0.11267605633802813,32,355.996
L521,rest,ok,,250.0,61,47,0.2295081967213115,32,308.996
L522,rest,ok,,250.0,66,64,0.030303030303030276,32,329.996
L523,rest,ok,,250.0,61,60,0.016393442622950838,32,305.996
L524,rest,ok,,250.0,79,40,0.49367088607594933,32,398.996
L525,rest,ok,,250.0,62,52,0.16129032258064513,32,310.996
L527,rest,ok,,250.0,62,45,0.27419354838709675,32,311.996
L528,rest,ok,,250.0,64,27,0.578125,32,321.996
L529,rest,ok,,250.0,63,47,0.25396825396825395,32,316.996
L531,rest,ok,,250.0,76,45,0.4078947368421053,32,382.996
L532,rest,ok,,250.0,64,58,0.09375,32,319.996
L534,rest,ok,,250.0,64,20,0.6875,32,323.996
L535,rest,fail,too_few_good_epochs:11,250.0,62,11,0.8225806451612903,32,312.996
L537,rest,ok,,250.0,62,43,0.30645161290322576,32,312.996
L538,rest,fail,too_few_good_epochs:18,250.0,64,18,0.71875,32,320.996
L539,rest,ok,,250.0,66,60,0.09090909090909094,32,332.996
L540,rest,ok,,250.0,61,37,0.39344262295081966,32,304.996
L541,rest,ok,,250.0,70,42,0.4,32,353.996
L542,rest,ok,,250.0,65,50,0.23076923076923073,32,327.996
L543,rest,ok,,250.0,66,54,0.18181818181818177,32,329.996
L545,rest,ok,,250.0,67,61,0.08955223880597019,32,338.996
L546,rest,ok,,250.0,66,53,0.19696969696969702,32,329.996
L547,rest,ok,,250.0,62,58,0.06451612903225812,32,310.996
L548,rest,ok,,250.0,65,44,0.32307692307692304,32,325.996
L549,rest,ok,,250.0,62,40,0.3548387096774194,32,313.996
L55,rest,fail,too_few_good_epochs:1,250.0,4,1,0.75,32,23.996
L550,rest,ok,,250.0,62,52,0.16129032258064513,32,311.996
L553,rest,ok,,250.0,62,56,0.09677419354838712,32,310.996
L554,rest,ok,,250.0,62,58,0.06451612903225812,32,313.996
L555,rest,ok,,250.0,65,50,0.23076923076923073,32,324.996
L556,rest,ok,,250.0,66,65,0.015151515151515138,32,330.996
L557,rest,ok,,250.0,63,49,0.2222222222222222,32,315.996
L558,rest,fail,too_few_good_epochs:13,250.0,72,13,0.8194444444444444,32,360.996
L559,rest,ok,,250.0,64,52,0.1875,32,319.996
L560,rest,ok,,250.0,68,67,0.014705882352941124,32,343.996
L562,rest,ok,,250.0,88,38,0.5681818181818181,32,441.996
L563,rest,ok,,250.0,67,50,0.25373134328358204,32,336.996
L564,rest,ok,,250.0,63,44,0.3015873015873016,32,316.996
L565,rest,ok,,250.0,69,28,0.5942028985507246,32,344.996
L566,rest,ok,,250.0,67,64,0.04477611940298509,32,336.996
L568,rest,ok,,250.0,62,48,0.22580645161290325,32,311.996
L569,rest,ok,,250.0,71,38,0.46478873239436624,32,358.996
L571,rest,ok,,250.0,64,57,0.109375,32,320.996
L573,rest,ok,,250.0,64,49,0.234375,32,322.996
L574,rest,ok,,250.0,67,59,0.11940298507462688,32,335.996
L575,rest,ok,,250.0,64,37,0.421875,32,321.996
L576,rest,ok,,250.0,62,56,0.09677419354838712,32,311.996
L577,rest,ok,,250.0,62,53,0.14516129032258063,32,311.996
L578,rest,ok,,250.0,63,46,0.2698412698412699,32,318.996
L579,rest,ok,,250.0,63,49,0.2222222222222222,32,314.996
L580,rest,ok,,250.0,71,71,0.0,32,355.996
L581,rest,ok,,250.0,64,51,0.203125,32,319.996
L582,rest,ok,,250.0,65,27,0.5846153846153845,32,326.996
L583,rest,ok,,250.0,64,54,0.15625,32,322.996
L584,rest,ok,,250.0,63,30,0.5238095238095238,32,314.996
L585,rest,ok,,250.0,62,49,0.20967741935483875,32,311.996
L586,rest,ok,,250.0,66,60,0.09090909090909094,32,329.996
L587,rest,ok,,250.0,62,23,0.6290322580645161,32,311.996
L588,rest,ok,,250.0,75,64,0.1466666666666666,32,377.996
L589,rest,ok,,250.0,63,39,0.38095238095238093,32,314.996
L590,rest,ok,,250.0,62,51,0.17741935483870963,32,310.996
L591,rest,ok,,250.0,63,55,0.12698412698412698,32,315.996
L592,rest,ok,,250.0,68,54,0.20588235294117652,32,343.996
L595,rest,ok,,250.0,63,56,0.11111111111111116,32,316.996
L596,rest,ok,,250.0,63,52,0.17460317460317465,32,315.996
L597,rest,ok,,250.0,62,60,0.032258064516129004,32,310.996
L598,rest,ok,,250.0,62,38,0.3870967741935484,32,310.996
L599,rest,ok,,250.0,66,63,0.045454545454545414,32,329.996
L6,rest,ok,,250.0,62,55,0.11290322580645162,32,313.996
L600,rest,ok,,250.0,62,60,0.032258064516129004,32,311.996
L601,rest,ok,,250.0,63,59,0.06349206349206349,32,316.996
L603,rest,ok,,250.0,78,69,0.11538461538461542,32,392.996
L604,rest,ok,,250.0,71,42,0.4084507042253521,32,357.996
L605,rest,ok,,250.0,63,55,0.12698412698412698,32,315.996
L607,rest,ok,,250.0,62,49,0.20967741935483875,32,311.996
L609,rest,ok,,250.0,61,53,0.1311475409836066,32,305.996
L610,rest,ok,,250.0,63,42,0.33333333333333337,32,317.996
L611,rest,ok,,250.0,71,39,0.45070422535211263,32,357.996
L612,rest,ok,,250.0,64,45,0.296875,32,322.996
L613,rest,ok,,250.0,66,59,0.10606060606060608,32,330.996
L615,rest,ok,,250.0,62,50,0.19354838709677424,32,311.996
L616,rest,ok,,250.0,69,61,0.1159420289855072,32,345.996
L617,rest,ok,,250.0,62,37,0.4032258064516129,32,312.996
L618,rest,ok,,250.0,62,55,0.11290322580645162,32,311.996
L619,rest,ok,,250.0,64,62,0.03125,32,323.996
L620,rest,ok,,250.0,63,54,0.1428571428571429,32,314.996
L621,rest,fail,too_few_good_epochs:8,250.0,65,8,0.8769230769230769,32,328.996
L622,rest,ok,,250.0,62,52,0.16129032258064513,32,313.996
L623,rest,ok,,250.0,65,35,0.46153846153846156,32,325.996
L624,rest,fail,too_few_good_epochs:12,250.0,73,12,0.8356164383561644,32,365.996
L625,rest,ok,,250.0,69,46,0.33333333333333337,32,345.996
L626,rest,ok,,250.0,67,52,0.22388059701492535,32,336.996
L627,rest,ok,,250.0,64,55,0.140625,32,319.996
L628,rest,ok,,250.0,63,49,0.2222222222222222,32,318.996
L629,rest,ok,,250.0,62,61,0.016129032258064502,32,310.996
L630,rest,ok,,250.0,62,56,0.09677419354838712,32,313.996
L631,rest,fail,too_few_good_epochs:19,250.0,62,19,0.6935483870967742,32,313.996
L632,rest,ok,,250.0,71,52,0.2676056338028169,32,357.996
L633,rest,ok,,250.0,65,65,0.0,32,326.996
L634,rest,ok,,250.0,65,59,0.09230769230769231,32,327.996
L635,rest,ok,,250.0,68,62,0.08823529411764708,32,340.996
L636,rest,ok,,250.0,65,46,0.29230769230769227,32,326.996
L637,rest,ok,,250.0,62,49,0.20967741935483875,32,313.996
L638,rest,ok,,250.0,91,44,0.5164835164835164,32,454.996
L640,rest,ok,,250.0,65,58,0.10769230769230764,32,324.996
L641,rest,ok,,250.0,71,43,0.3943661971830986,32,358.996
L642,rest,ok,,250.0,65,61,0.06153846153846154,32,324.996
L643,rest,ok,,250.0,65,59,0.09230769230769231,32,327.996
L644,rest,ok,,250.0,63,49,0.2222222222222222,32,316.996
L646,rest,ok,,250.0,66,66,0.0,32,330.996
L647,rest,ok,,250.0,62,61,0.016129032258064502,32,312.996
L648,rest,ok,,250.0,76,68,0.10526315789473684,32,382.996
L650,rest,ok,,250.0,62,59,0.048387096774193505,32,311.996
L660,rest,ok,,250.0,61,37,0.39344262295081966,32,308.996
L662,rest,ok,,250.0,67,56,0.16417910447761197,32,336.996
L665,rest,ok,,250.0,62,58,0.06451612903225812,32,309.996
L672,rest,ok,,250.0,61,31,0.4918032786885246,32,307.996
L674,rest,ok,,250.0,65,61,0.06153846153846154,32,326.996
L675,rest,ok,,250.0,66,39,0.40909090909090906,32,329.996
L676,rest,ok,,250.0,66,40,0.3939393939393939,32,332.996
L677,rest,ok,,250.0,66,44,0.33333333333333337,32,329.996
L680,rest,ok,,250.0,68,62,0.08823529411764708,32,343.996
L681,rest,ok,,250.0,62,47,0.24193548387096775,32,313.996
L682,rest,ok,,250.0,71,28,0.6056338028169015,32,358.996
L686,rest,ok,,250.0,61,61,0.0,32,308.996
L688,rest,ok,,250.0,74,63,0.14864864864864868,32,372.996
L689,rest,ok,,250.0,62,58,0.06451612903225812,32,310.996
L690,rest,ok,,250.0,64,59,0.078125,32,322.996
L696,rest,ok,,250.0,63,26,0.5873015873015873,32,317.996
L697,rest,ok,,250.0,61,59,0.032786885245901676,32,307.996
L698,rest,ok,,250.0,62,41,0.33870967741935487,32,311.996
L699,rest,ok,,250.0,67,34,0.4925373134328358,32,335.996
L7,rest,fail,too_few_good_epochs:16,250.0,62,16,0.7419354838709677,32,313.996
L700,rest,ok,,250.0,65,64,0.01538461538461533,32,325.996
L701,rest,ok,,250.0,64,57,0.109375,32,320.996
L702,rest,ok,,250.0,61,56,0.08196721311475408,32,308.996
L703,rest,ok,,250.0,63,37,0.4126984126984127,32,314.996
L704,rest,ok,,250.0,67,49,0.26865671641791045,32,336.996
L705,rest,ok,,250.0,62,53,0.14516129032258063,32,310.996
L706,rest,ok,,250.0,69,25,0.6376811594202898,32,344.996
L707,rest,ok,,250.0,78,54,0.3076923076923077,32,390.996
L708,rest,ok,,250.0,71,32,0.5492957746478873,32,355.996
L709,rest,ok,,250.0,70,57,0.18571428571428572,32,353.996
L710,rest,ok,,250.0,62,51,0.17741935483870963,32,312.996
L711,rest,ok,,250.0,84,76,0.09523809523809523,32,420.996
L712,rest,ok,,250.0,65,24,0.6307692307692307,32,326.996
L713,rest,ok,,250.0,61,51,0.16393442622950816,32,305.996
L714,rest,ok,,250.0,63,57,0.09523809523809523,32,314.996
L715,rest,fail,too_few_good_epochs:19,250.0,78,19,0.7564102564102564,32,390.996
L716,rest,ok,,250.0,68,65,0.044117647058823484,32,341.996
L717,rest,ok,,250.0,71,67,0.05633802816901412,32,356.996
L718,rest,ok,,250.0,64,64,0.0,32,320.996
L719,rest,ok,,250.0,64,56,0.125,32,322.996
L720,rest,ok,,250.0,65,50,0.23076923076923073,32,326.996
L721,rest,ok,,250.0,69,66,0.04347826086956519,32,347.996
L722,rest,ok,,250.0,80,51,0.36250000000000004,32,403.996
L723,rest,ok,,250.0,62,57,0.08064516129032262,32,310.996
L724,rest,ok,,250.0,62,49,0.20967741935483875,32,313.996
L725,rest,ok,,250.0,71,71,0.0,32,355.996
L726,rest,ok,,250.0,95,56,0.41052631578947374,32,478.996
L727,rest,ok,,250.0,83,35,0.5783132530120482,32,414.996
L729,rest,ok,,250.0,85,76,0.10588235294117643,32,425.996
L730,rest,ok,,250.0,65,63,0.03076923076923077,32,327.996
L731,rest,ok,,250.0,66,65,0.015151515151515138,32,330.996
L733,rest,ok,,250.0,62,56,0.09677419354838712,32,312.996
L734,rest,ok,,250.0,84,79,0.059523809523809534,32,420.996
L735,rest,ok,,250.0,66,55,0.16666666666666663,32,331.996
L736,rest,ok,,250.0,71,26,0.6338028169014085,32,355.996
L737,rest,ok,,250.0,62,45,0.27419354838709675,32,312.996
L739,rest,ok,,250.0,78,77,0.012820512820512775,32,389.996
L740,rest,ok,,250.0,64,60,0.0625,32,322.996
L741,rest,ok,,250.0,62,61,0.016129032258064502,32,310.996
L742,rest,ok,,250.0,64,24,0.625,32,319.996
L743,rest,fail,too_few_good_epochs:15,250.0,63,15,0.7619047619047619,32,318.996
L744,rest,ok,,250.0,65,32,0.5076923076923077,32,328.996
L746,rest,ok,,250.0,66,65,0.015151515151515138,32,331.996
L747,rest,ok,,250.0,95,91,0.04210526315789476,32,476.996
L748,rest,ok,,250.0,106,101,0.047169811320754707,32,529.996
L749,rest,ok,,250.0,62,31,0.5,32,313.996
L750,rest,ok,,250.0,62,59,0.048387096774193505,32,310.996
L751,rest,ok,,250.0,62,51,0.17741935483870963,32,313.996
L753,rest,ok,,250.0,62,61,0.016129032258064502,32,311.996
L755,rest,ok,,250.0,62,61,0.016129032258064502,32,310.996
L756,rest,ok,,250.0,65,64,0.01538461538461533,32,327.996
L759,rest,ok,,250.0,63,63,0.0,32,314.996
L760,rest,ok,,250.0,110,110,0.0,32,549.996
L761,rest,ok,,250.0,61,56,0.08196721311475408,32,305.996
L762,rest,ok,,250.0,62,59,0.048387096774193505,32,313.996
L763,rest,ok,,250.0,62,59,0.048387096774193505,32,310.996
L765,rest,ok,,250.0,62,39,0.3709677419354839,32,310.996
L766,rest,ok,,250.0,62,38,0.3870967741935484,32,311.996
L767,rest,ok,,250.0,62,59,0.048387096774193505,32,311.996
L768,rest,ok,,250.0,64,47,0.265625,32,320.996
L769,rest,ok,,250.0,62,61,0.016129032258064502,32,311.996
L772,rest,ok,,250.0,61,55,0.09836065573770492,32,305.996
L773,rest,ok,,250.0,62,51,0.17741935483870963,32,312.996
L775,rest,ok,,250.0,63,43,0.31746031746031744,32,318.996
L779,rest,ok,,250.0,62,49,0.20967741935483875,32,309.996
L783,rest,ok,,250.0,65,48,0.2615384615384615,32,326.996
L784,rest,ok,,250.0,62,57,0.08064516129032262,32,312.996
L785,rest,ok,,250.0,65,64,0.01538461538461533,32,324.996
L786,rest,ok,,250.0,65,65,0.0,32,327.996
L787,rest,ok,,250.0,98,85,0.13265306122448983,32,490.996
L788,rest,ok,,250.0,65,51,0.2153846153846154,32,328.996
L789,rest,ok,,250.0,66,66,0.0,32,331.996
L790,rest,ok,,250.0,61,54,0.11475409836065575,32,305.996
L791,rest,ok,,250.0,66,66,0.0,32,329.996
L792,rest,ok,,250.0,64,46,0.28125,32,321.996
L793,rest,ok,,250.0,65,65,0.0,32,326.996
L794,rest,ok,,250.0,72,62,0.13888888888888884,32,359.996
L795,rest,ok,,250.0,81,79,0.024691358024691357,32,407.996
L8,rest,ok,,250.0,60,34,0.43333333333333335,32,302.996
L800,rest,ok,,250.0,61,48,0.21311475409836067,32,308.996
L801,rest,ok,,250.0,68,54,0.20588235294117652,32,340.996
L803,rest,ok,,250.0,65,49,0.24615384615384617,32,327.996
L806,rest,ok,,250.0,71,60,0.15492957746478875,32,357.996
L807,rest,ok,,250.0,66,46,0.303030303030303,32,329.996
L808,rest,ok,,250.0,67,49,0.26865671641791045,32,335.996
L810,rest,ok,,250.0,72,50,0.3055555555555556,32,363.996
L814,rest,ok,,250.0,67,38,0.4328358208955224,32,338.996
L815,rest,ok,,250.0,68,44,0.3529411764705882,32,343.996
L816,rest,ok,,250.0,65,54,0.16923076923076918,32,327.996
L817,rest,ok,,250.0,66,64,0.030303030303030276,32,329.996
L818,rest,ok,,250.0,62,29,0.532258064516129,32,312.996
L819,rest,ok,,250.0,66,42,0.36363636363636365,32,332.996
L820,rest,ok,,250.0,67,64,0.04477611940298509,32,334.996
L821,rest,ok,,250.0,69,60,0.13043478260869568,32,348.996
L822,rest,ok,,250.0,64,37,0.421875,32,321.996
L823,rest,ok,,250.0,61,53,0.1311475409836066,32,305.996
L824,rest,ok,,250.0,74,54,0.2702702702702703,32,370.996
L826,rest,ok,,250.0,60,48,0.19999999999999996,32,303.996
L827,rest,ok,,250.0,74,39,0.472972972972973,32,370.996
L828,rest,ok,,250.0,67,61,0.08955223880597019,32,338.996
L832,rest,ok,,250.0,66,25,0.6212121212121212,32,333.996
L834,rest,ok,,250.0,72,37,0.48611111111111116,32,360.996
L835,rest,fail,too_few_good_epochs:7,250.0,64,7,0.890625,32,322.996
L837,rest,ok,,250.0,66,34,0.48484848484848486,32,333.996
L838,rest,ok,,250.0,64,62,0.03125,32,322.996
L839,rest,ok,,250.0,68,64,0.05882352941176472,32,339.996
L841,rest,ok,,250.0,63,43,0.31746031746031744,32,317.996
L845,rest,ok,,250.0,64,42,0.34375,32,320.996
L846,rest,ok,,250.0,62,58,0.06451612903225812,32,310.996
L848,rest,ok,,250.0,73,29,0.6027397260273972,32,367.996
L849,rest,ok,,250.0,61,39,0.360655737704918,32,306.996
L850,rest,ok,,250.0,119,95,0.2016806722689075,32,598.996
L851,rest,ok,,250.0,64,59,0.078125,32,323.996
L852,rest,ok,,250.0,63,34,0.46031746031746035,32,315.996
L853,rest,fail,too_few_good_epochs:1,250.0,63,1,0.9841269841269842,32,316.996
L854,rest,ok,,250.0,61,32,0.47540983606557374,32,306.996
L855,rest,ok,,250.0,65,64,0.01538461538461533,32,324.996
L856,rest,ok,,250.0,64,34,0.46875,32,320.996
L857,rest,ok,,250.0,61,48,0.21311475409836067,32,306.996
L858,rest,ok,,250.0,61,35,0.42622950819672134,32,308.996
L859,rest,ok,,250.0,68,42,0.38235294117647056,32,339.996
L861,rest,ok,,250.0,63,34,0.46031746031746035,32,314.996
L863,rest,ok,,250.0,67,39,0.417910447761194,32,335.996
L867,rest,ok,,250.0,61,58,0.049180327868852514,32,305.996
L869,rest,ok,,250.0,66,58,0.12121212121212122,32,332.996
L871,rest,ok,,250.0,64,59,0.078125,32,320.996
L9,rest,ok,,250.0,62,51,0.17741935483870963,32,310.996
