L_id,task,feature_status,feature_error,sfreq,n_epochs_total,n_epochs_good,bad_epoch_rate,n_channels_used,duration_sec_loaded
L168,rest,fail,too_few_good_epochs:0,250.0,64,0,1.0,32,321.996
L1680,rest,ok,,250.0,128,116,0.09375,32,640.996
L1683,rest,ok,,250.0,67,57,0.14925373134328357,32,334.996
L1684,rest,ok,,250.0,62,53,0.14516129032258063,32,309.996
L1685,rest,ok,,250.0,61,57,0.06557377049180324,32,306.996
L169,rest,ok,,250.0,63,55,0.12698412698412698,32,317.996
L170,rest,ok,,250.0,74,44,0.4054054054054054,32,369.996
L171,rest,ok,,250.0,63,58,0.07936507936507942,32,317.996
L172,rest,ok,,250.0,61,50,0.180327868852459,32,306.996
L1725,rest,ok,,250.0,61,59,0.032786885245901676,32,305.996
L1726,rest,ok,,250.0,60,34,0.43333333333333335,32,302.996
L1727,rest,ok,,250.0,62,59,0.048387096774193505,32,313.996
L1728,rest,ok,,250.0,68,68,0.0,32,339.996
L1729,rest,ok,,250.0,62,60,0.032258064516129004,32,310.996
L173,rest,ok,,250.0,65,64,0.01538461538461533,32,326.996
L1730,rest,ok,,250.0,60,55,0.08333333333333337,32,301.996
L1731,rest,ok,,250.0,63,57,0.09523809523809523,32,317.996
L1732,rest,ok,,250.0,61,53,0.1311475409836066,32,304.996
L1733,rest,ok,,250.0,61,49,0.19672131147540983,32,305.996
L1734,rest,fail,too_few_good_epochs:3,250.0,13,3,0.7692307692307692,32,65.996
L1736,rest,ok,,250.0,67,52,0.22388059701492535,32,338.996
L1737,rest,ok,,250.0,62,33,0.467741935483871,32,311.996
L1738,rest,ok,,250.0,62,51,0.17741935483870963,32,311.996
L174,rest,ok,,250.0,64,45,0.296875,32,323.996
L1740,rest,ok,,250.0,60,54,0.09999999999999998,32,302.996
L1741,rest,ok,,250.0,60,52,0.1333333333333333,32,300.996
L1742,rest,ok,,250.0,60,33,0.44999999999999996,32,300.996
L1743,rest,ok,,250.0,61,58,0.049180327868852514,32,304.996
L1744,rest,ok,,250.0,60,42,0.30000000000000004,32,302.996
L1745,rest,ok,,250.0,63,34,0.46031746031746035,32,315.996
L1746,rest,ok,,250.0,61,34,0.4426229508196722,32,305.996
L1747,rest,ok,,250.0,61,60,0.016393442622950838,32,304.996
L1748,rest,ok,,250.0,67,51,0.23880597014925375,32,338.996
L1749,rest,ok,,250.0,60,54,0.09999999999999998,32,303.996
L175,rest,ok,,250.0,61,53,0.1311475409836066,32,305.996
L1750,rest,ok,,250.0,71,64,0.09859154929577463,32,356.996
L1751,rest,ok,,250.0,80,71,0.11250000000000004,32,401.996
L1753,rest,ok,,250.0,63,56,0.11111111111111116,32,315.996
L1755,rest,ok,,250.0,68,45,0.3382352941176471,32,339.996
L1756,rest,ok,,250.0,62,61,0.016129032258064502,32,312.996
L1757,rest,ok,,250.0,60,54,0.09999999999999998,32,302.996
L1758,rest,ok,,250.0,63,56,0.11111111111111116,32,316.996
L1759,rest,ok,,250.0,61,52,0.14754098360655743,32,306.996
L176,rest,ok,,250.0,67,58,0.13432835820895528,32,337.996
L1760,rest,ok,,250.0,73,49,0.3287671232876712,32,364.996
L1761,rest,ok,,250.0,60,32,0.4666666666666667,32,301.996
L1762,rest,ok,,250.0,60,51,0.15000000000000002,32,300.996
L1763,rest,ok,,250.0,60,60,0.0,32,300.996
L1764,rest,ok,,250.0,63,40,0.3650793650793651,32,316.996
L1765,rest,ok,,250.0,72,67,0.06944444444444442,32,359.996
L1766,rest,ok,,250.0,66,45,0.31818181818181823,32,330.996
L1767,rest,ok,,250.0,60,55,0.08333333333333337,32,303.996
L1768,rest,ok,,250.0,60,46,0.23333333333333328,32,302.996
L1769,rest,ok,,250.0,68,55,0.19117647058823528,32,341.996
L177,rest,ok,,250.0,72,68,0.05555555555555558,32,362.996
L1770,rest,fail,too_few_good_epochs:17,250.0,60,17,0.7166666666666667,32,303.996
L1771,rest,ok,,250.0,60,51,0.15000000000000002,32,301.996
L1773,rest,ok,,250.0,88,53,0.3977272727272727,32,441.996
L1774,rest,ok,,250.0,61,43,0.29508196721311475,32,304.996
L1775,rest,ok,,250.0,60,48,0.19999999999999996,32,302.996
L1776,rest,ok,,250.0,61,58,0.049180327868852514,32,307.996
L1777,rest,ok,,250.0,69,68,0.01449275362318836,32,345.996
L1778,rest,ok,,250.0,67,57,0.14925373134328357,32,335.996
L178,rest,ok,,250.0,74,65,0.1216216216216216,32,371.996
L1780,rest,ok,,250.0,60,49,0.18333333333333335,32,300.996
L1782,rest,ok,,250.0,97,89,0.08247422680412375,32,484.996
L1783,rest,ok,,250.0,66,58,0.12121212121212122,32,330.996
L1784,rest,ok,,250.0,61,51,0.16393442622950816,32,306.996
L1786,rest,ok,,250.0,61,49,0.19672131147540983,32,306.996
L1788,rest,ok,,250.0,71,59,0.16901408450704225,32,354.996
L1789,rest,ok,,250.0,67,65,0.02985074626865669,32,334.996
L179,rest,ok,,250.0,67,66,0.014925373134328401,32,338.996
L1790,rest,ok,,250.0,61,56,0.08196721311475408,32,304.996
L1791,rest,ok,,250.0,61,53,0.1311475409836066,32,304.996
L1795,rest,ok,,250.0,62,51,0.17741935483870963,32,310.996
L1798,rest,ok,,250.0,61,60,0.016393442622950838,32,308.996
L1799,rest,ok,,250.0,75,65,0.1333333333333333,32,377.996
L18,rest,fail,too_few_good_epochs:0,250.0,2,0,1.0,32,10.996
L180,rest,fail,too_few_good_epochs:0,250.0,68,0,1.0,32,341.996
L1800,rest,ok,,250.0,79,74,0.06329113924050633,32,398.996
L1802,rest,ok,,250.0,65,60,0.07692307692307687,32,327.996
L1803,rest,ok,,250.0,62,61,0.016129032258064502,32,311.996
L1804,rest,ok,,250.0,62,60,0.032258064516129004,32,310.996
L1805,rest,ok,,250.0,62,54,0.12903225806451613,32,309.996
L1806,rest,ok,,250.0,63,28,0.5555555555555556,32,316.996
L1807,rest,ok,,250.0,64,62,0.03125,32,321.996
L1808,rest,ok,,250.0,64,63,0.015625,32,323.996
L1809,rest,ok,,250.0,65,63,0.03076923076923077,32,324.996
L181,rest,ok,,250.0,63,62,0.015873015873015928,32,318.996
L1810,rest,ok,,250.0,61,60,0.016393442622950838,32,304.996
L1811,rest,ok,,250.0,61,57,0.06557377049180324,32,304.996
L1812,rest,ok,,250.0,91,70,0.23076923076923073,32,456.996
L1813,rest,ok,,250.0,62,34,0.4516129032258065,32,311.996
L1814,rest,ok,,250.0,62,54,0.12903225806451613,32,311.996
L1815,rest,ok,,250.0,60,54,0.09999999999999998,32,302.996
L1816,rest,ok,,250.0,62,40,0.3548387096774194,32,310.996
L1817,rest,ok,,250.0,63,59,0.06349206349206349,32,318.996
L1818,rest,ok,,250.0,67,67,0.0,32,337.996
L1819,rest,fail,too_few_good_epochs:0,250.0,63,0,1.0,32,315.996
L182,rest,ok,,250.0,69,53,0.23188405797101452,32,347.996
L1823,rest,ok,,250.0,65,37,0.4307692307692308,32,324.996
L1828,rest,fail,too_few_good_epochs:0,250.0,64,0,1.0,32,323.996
L183,rest,ok,,250.0,62,61,0.016129032258064502,32,310.996
L1830,rest,ok,,250.0,69,59,0.14492753623188404,32,344.996
L1832,rest,ok,,250.0,65,46,0.29230769230769227,32,327.996
L1833,rest,ok,,250.0,61,54,0.11475409836065575,32,305.996
L1835,rest,ok,,250.0,60,60,0.0,32,303.996
L1836,rest,ok,,250.0,60,46,0.23333333333333328,32,303.996
L1837,rest,ok,,250.0,65,52,0.19999999999999996,32,327.996
L1838,rest,ok,,250.0,69,43,0.37681159420289856,32,344.996
L184,rest,ok,,250.0,62,47,0.24193548387096775,32,312.996
L1850,rest,ok,,250.0,63,59,0.06349206349206349,32,315.996
L1851,rest,ok,,250.0,64,56,0.125,32,323.996
L1852,rest,ok,,250.0,73,72,0.013698630136986356,32,368.996
L1853,rest,ok,,250.0,61,60,0.016393442622950838,32,304.996
L1854,rest,ok,,250.0,68,61,0.1029411764705882,32,343.996
L1855,rest,ok,,250.0,88,82,0.06818181818181823,32,443.996
L1860,rest,ok,,250.0,66,46,0.303030303030303,32,331.996
L1864,rest,ok,,250.0,61,43,0.29508196721311475,32,304.996
L1865,rest,ok,,250.0,60,52,0.1333333333333333,32,300.996
L1866,rest,ok,,250.0,60,56,0.06666666666666665,32,301.996
L1867,rest,fail,too_few_good_epochs:0,250.0,64,0,1.0,32,322.996
L1871,rest,ok,,250.0,63,51,0.19047619047619047,32,316.996
L1872,rest,ok,,250.0,64,62,0.03125,32,319.996
L1876,rest,ok,,250.0,60,47,0.21666666666666667,32,300.996
L1877,rest,ok,,250.0,62,61,0.016129032258064502,32,310.996
L1878,rest,ok,,250.0,61,58,0.049180327868852514,32,305.996
L1879,rest,ok,,250.0,62,59,0.048387096774193505,32,311.996
L1881,rest,ok,,250.0,63,55,0.12698412698412698,32,317.996
L1891,rest,ok,,250.0,61,47,0.2295081967213115,32,307.996
L1892,rest,fail,too_few_good_epochs:16,250.0,60,16,0.7333333333333334,32,303.996
L1893,rest,ok,,250.0,64,36,0.4375,32,319.996
L1894,rest,ok,,250.0,62,59,0.048387096774193505,32,311.996
L1895,rest,ok,,250.0,76,46,0.39473684210526316,32,383.996
L1896,rest,ok,,250.0,74,64,0.1351351351351351,32,371.996
L1897,rest,fail,too_few_good_epochs:8,250.0,60,8,0.8666666666666667,32,300.996
L1898,rest,ok,,250.0,63,49,0.2222222222222222,32,314.996
L1899,rest,ok,,250.0,62,57,0.08064516129032262,32,310.996
L190,rest,ok,,250.0,62,53,0.14516129032258063,32,311.996
L1901,rest,ok,,250.0,61,58,0.049180327868852514,32,308.996
L1902,rest,fail,too_few_good_epochs:0,250.0,61,0,1.0,32,304.996
L1903,rest,ok,,250.0,62,53,0.14516129032258063,32,312.996
L1904,rest,ok,,250.0,62,32,0.4838709677419355,32,309.996
L1905,rest,ok,,250.0,61,51,0.16393442622950816,32,305.996
L1906,rest,ok,,250.0,62,55,0.11290322580645162,32,310.996
L1907,rest,ok,,250.0,62,49,0.20967741935483875,32,310.996
L1908,rest,ok,,250.0,62,57,0.08064516129032262,32,310.996
L1909,rest,ok,,250.0,63,47,0.25396825396825395,32,317.996
L1910,rest,fail,too_few_good_epochs:17,250.0,64,17,0.734375,32,319.996
L1911,rest,fail,too_few_good_epochs:18,250.0,60,18,0.7,32,303.996
L192,rest,ok,,250.0,66,63,0.045454545454545414,32,333.996
L194,rest,ok,,250.0,73,59,0.1917808219178082,32,366.996
L195,rest,ok,,250.0,67,53,0.20895522388059706,32,335.996
L196,rest,ok,,250.0,62,49,0.20967741935483875,32,312.996
L198,rest,ok,,250.0,63,45,0.2857142857142857,32,316.996
L199,rest,ok,,250.0,64,61,0.046875,32,319.996
L203,rest,ok,,250.0,61,34,0.4426229508196722,32,305.996
L2059,rest,ok,,250.0,63,60,0.04761904761904767,32,315.996
L2060,rest,ok,,250.0,61,58,0.049180327868852514,32,308.996
L2061,rest,ok,,250.0,61,52,0.14754098360655743,32,305.996
L2062,rest,ok,,250.0,65,65,0.0,32,327.996
L2063,rest,ok,,250.0,63,43,0.31746031746031744,32,314.996
L2064,rest,ok,,250.0,61,32,0.47540983606557374,32,306.996
L2065,rest,ok,,250.0,64,39,0.390625,32,320.996
L2066,rest,ok,,250.0,65,64,0.01538461538461533,32,325.996
L2067,rest,ok,,250.0,63,62,0.015873015873015928,32,314.996
L2068,rest,ok,,250.0,61,46,0.24590163934426235,32,304.996
L2072,rest,ok,,250.0,60,59,0.01666666666666672,32,303.996
L2076,rest,ok,,250.0,64,64,0.0,32,321.996
L2077,rest,ok,,250.0,63,59,0.06349206349206349,32,314.996
L2079,rest,ok,,250.0,62,26,0.5806451612903225,32,310.996
L208,rest,ok,,250.0,63,34,0.46031746031746035,32,318.996
L2080,rest,ok,,250.0,62,61,0.016129032258064502,32,312.996
L2082,rest,ok,,250.0,64,56,0.125,32,323.996
L2083,rest,ok,,250.0,62,54,0.12903225806451613,32,311.996
L2084,rest,ok,,250.0,64,62,0.03125,32,322.996
L2085,rest,ok,,250.0,60,50,0.16666666666666663,32,303.996
L2086,rest,ok,,250.0,64,61,0.046875,32,321.996
L2087,rest,ok,,250.0,62,48,0.22580645161290325,32,310.996
L2088,rest,ok,,250.0,60,56,0.06666666666666665,32,302.996
L2089,rest,ok,,250.0,60,56,0.06666666666666665,32,301.996
L2090,rest,ok,,250.0,60,59,0.01666666666666672,32,301.996
L2091,rest,ok,,250.0,62,54,0.12903225806451613,32,311.996
L2092,rest,ok,,250.0,68,57,0.16176470588235292,32,342.996
L2093,rest,ok,,250.0,64,62,0.03125,32,322.996
L2094,rest,ok,,250.0,62,40,0.3548387096774194,32,311.996
L2095,rest,ok,,250.0,60,56,0.06666666666666665,32,301.996
L2096,rest,ok,,250.0,64,50,0.21875,32,323.996
L2097,rest,ok,,250.0,64,56,0.125,32,320.996
L2098,rest,ok,,250.0,64,63,0.015625,32,323.996
L2099,rest,ok,,250.0,61,55,0.09836065573770492,32,304.996
L210,rest,ok,,250.0,82,61,0.25609756097560976,32,410.996
L2100,rest,ok,,250.0,64,48,0.25,32,320.996
L2101,rest,ok,,250.0,62,61,0.016129032258064502,32,312.996
L2102,rest,ok,,250.0,64,46,0.28125,32,320.996
L2103,rest,ok,,250.0,61,53,0.1311475409836066,32,308.996
L2104,rest,ok,,250.0,65,28,0.5692307692307692,32,325.996
L2105,rest,fail,too_few_good_epochs:11,250.0,65,11,0.8307692307692307,32,325.996
L2106,rest,fail,too_few_good_epochs:14,250.0,60,14,0.7666666666666666,32,301.996
L2107,rest,ok,,250.0,64,53,0.171875,32,320.996
L2108,rest,ok,,250.0,63,59,0.06349206349206349,32,314.996
L2109,rest,ok,,250.0,62,51,0.17741935483870963,32,311.996
L2110,rest,ok,,250.0,65,62,0.0461538461538461,32,324.996
L2111,rest,ok,,250.0,63,62,0.015873015873015928,32,314.996
L2112,rest,ok,,250.0,62,46,0.25806451612903225,32,313.996
L2113,rest,ok,,250.0,62,62,0.0,32,311.996
L2114,rest,ok,,250.0,60,50,0.16666666666666663,32,300.996
L2115,rest,ok,,250.0,64,55,0.140625,32,321.996
L2116,rest,ok,,250.0,60,58,0.033333333333333326,32,302.996
L2117,rest,ok,,250.0,63,50,0.2063492063492064,32,315.996
L2120,rest,ok,,250.0,66,26,0.6060606060606061,32,331.996
L2128,rest,ok,,250.0,62,40,0.3548387096774194,32,311.996
L2147,rest,ok,,250.0,60,60,0.0,32,302.996
L2150,rest,ok,,250.0,64,57,0.109375,32,321.996
L2152,rest,ok,,250.0,60,58,0.033333333333333326,32,300.996
L2154,rest,ok,,250.0,62,48,0.22580645161290325,32,310.996
L2162,rest,ok,,250.0,64,60,0.0625,32,320.996
L2167,rest,ok,,250.0,64,62,0.03125,32,319.996
L2169,rest,ok,,250.0,66,63,0.045454545454545414,32,330.996
L2171,rest,ok,,250.0,63,36,0.4285714285714286,32,315.996
L2172,rest,ok,,250.0,64,59,0.078125,32,320.996
L2173,rest,ok,,250.0,60,36,0.4,32,301.996
L2174,rest,ok,,250.0,60,48,0.19999999999999996,32,301.996
L2175,rest,ok,,250.0,60,34,0.43333333333333335,32,303.996
L2176,rest,ok,,250.0,65,64,0.01538461538461533,32,326.996
L2178,rest,ok,,250.0,60,36,0.4,32,301.996
L2180,rest,ok,,250.0,64,50,0.21875,32,320.996
L2181,rest,ok,,250.0,62,51,0.17741935483870963,32,309.996
L2182,rest,ok,,250.0,61,43,0.29508196721311475,32,306.996
L2183,rest,ok,,250.0,63,63,0.0,32,315.996
L2185,rest,ok,,250.0,60,48,0.19999999999999996,32,301.996
L2188,rest,ok,,250.0,60,53,0.1166666666666667,32,301.996
L219,rest,ok,,250.0,62,43,0.30645161290322576,32,311.996
L2190,rest,ok,,250.0,63,62,0.015873015873015928,32,314.996
L2192,rest,ok,,250.0,63,53,0.15873015873015872,32,318.996
L2193,rest,ok,,250.0,69,54,0.21739130434782605,32,348.996
L2194,rest,ok,,250.0,62,46,0.25806451612903225,32,310.996
L2195,rest,ok,,250.0,62,58,0.06451612903225812,32,313.996
L2196,rest,ok,,250.0,63,51,0.19047619047619047,32,314.996
L220,rest,ok,,250.0,79,79,0.0,32,396.996
L2201,rest,ok,,250.0,62,60,0.032258064516129004,32,311.996
L2202,rest,ok,,250.0,61,37,0.39344262295081966,32,305.996
L2203,rest,ok,,250.0,64,59,0.078125,32,322.996
L2204,rest,ok,,250.0,62,59,0.048387096774193505,32,310.996
L2206,rest,ok,,250.0,64,60,0.0625,32,320.996
L2207,rest,ok,,250.0,62,62,0.0,32,311.996
L221,rest,ok,,250.0,69,65,0.05797101449275366,32,346.996
L222,rest,ok,,250.0,62,62,0.0,32,311.996
L2225,rest,ok,,250.0,60,50,0.16666666666666663,32,301.996
L2226,rest,ok,,250.0,62,46,0.25806451612903225,32,311.996
L223,rest,ok,,250.0,68,64,0.05882352941176472,32,342.996
L2231,rest,ok,,250.0,61,60,0.016393442622950838,32,307.996
L2232,rest,ok,,250.0,62,45,0.27419354838709675,32,313.996
L2235,rest,ok,,250.0,60,41,0.31666666666666665,32,301.996
L2237,rest,ok,,250.0,62,44,0.29032258064516125,32,312.996
L2238,rest,ok,,250.0,60,30,0.5,32,301.996
L2239,rest,ok,,250.0,64,62,0.03125,32,320.996
L2242,rest,ok,,250.0,66,63,0.045454545454545414,32,332.996
L2243,rest,ok,,250.0,66,50,0.24242424242424243,32,331.996
L225,rest,ok,,250.0,67,66,0.014925373134328401,32,334.996
L226,rest,ok,,250.0,62,55,0.11290322580645162,32,313.996
L242,rest,ok,,250.0,63,58,0.07936507936507942,32,315.996
L243,rest,ok,,250.0,63,30,0.5238095238095238,32,315.996
L244,rest,ok,,250.0,69,33,0.5217391304347826,32,345.996
L246,rest,ok,,250.0,63,40,0.3650793650793651,32,314.996
L247,rest,ok,,250.0,63,63,0.0,32,317.996
L248,rest,ok,,250.0,63,42,0.33333333333333337,32,317.996
L249,rest,ok,,250.0,73,56,0.23287671232876717,32,366.996
L2497,rest,ok,,250.0,63,56,0.11111111111111116,32,316.996
L2498,rest,ok,,250.0,65,63,0.03076923076923077,32,325.996
L25,rest,fail,too_few_good_epochs:16,250.0,62,16,0.7419354838709677,32,312.996
L250,rest,ok,,250.0,66,38,0.4242424242424242,32,329.996
L2501,rest,ok,,250.0,72,51,0.29166666666666663,32,360.996
L2502,rest,ok,,250.0,67,48,0.28358208955223885,32,335.996
L2505,rest,ok,,250.0,62,62,0.0,32,312.996
L2507,rest,ok,,250.0,62,61,0.016129032258064502,32,312.996
L2508,rest,ok,,250.0,68,61,0.1029411764705882,32,339.996
L251,rest,ok,,250.0,61,29,0.5245901639344263,32,308.996
L2513,rest,ok,,250.0,61,61,0.0,32,306.996
L2515,rest,ok,,250.0,61,53,0.1311475409836066,32,304.996
L2516,rest,ok,,250.0,61,52,0.14754098360655743,32,305.996
L2519,rest,ok,,250.0,65,56,0.1384615384615384,32,328.996
L252,rest,ok,,250.0,64,52,0.1875,32,319.996
L2529,rest,ok,,250.0,67,46,0.31343283582089554,32,336.996
L253,rest,ok,,250.0,63,49,0.2222222222222222,32,317.996
L2530,rest,ok,,250.0,61,60,0.016393442622950838,32,305.996
L2545,rest,ok,,250.0,61,61,0.0,32,304.996
L255,rest,ok,,250.0,64,29,0.546875,32,322.996
L2553,rest,ok,,250.0,67,61,0.08955223880597019,32,334.996
L2556,rest,ok,,250.0,69,65,0.05797101449275366,32,345.996
L2558,rest,ok,,250.0,64,63,0.015625,32,319.996
L2559,rest,ok,,250.0,62,53,0.14516129032258063,32,313.996
L256,rest,ok,,250.0,64,48,0.25,32,322.996
L2560,rest,ok,,250.0,66,63,0.045454545454545414,32,329.996
L2561,rest,ok,,250.0,64,57,0.109375,32,322.996
L2562,rest,ok,,250.0,62,62,0.0,32,310.996
L2563,rest,ok,,250.0,63,60,0.04761904761904767,32,315.996
L2568,rest,ok,,250.0,61,50,0.180327868852459,32,305.996
L257,rest,fail,too_few_good_epochs:1,250.0,64,1,0.984375,32,321.996
L2570,rest,ok,,250.0,64,62,0.03125,32,319.996
L2571,rest,ok,,250.0,60,32,0.4666666666666667,32,302.996
L258,rest,ok,,250.0,64,31,0.515625,32,323.996
L2584,rest,ok,,250.0,69,66,0.04347826086956519,32,348.996
L2585,rest,ok,,250.0,63,63,0.0,32,316.996
L259,rest,ok,,250.0,64,50,0.21875,32,319.996
L260,rest,ok,,250.0,63,36,0.4285714285714286,32,317.996
L261,rest,ok,,250.0,63,40,0.3650793650793651,32,316.996
L262,rest,ok,,250.0,66,54,0.18181818181818177,32,332.996
L263,rest,ok,,250.0,65,60,0.07692307692307687,32,328.996
L264,rest,ok,,250.0,63,57,0.09523809523809523,32,318.996
L267,rest,ok,,250.0,62,60,0.032258064516129004,32,311.996
L2696,rest,ok,,250.0,62,54,0.12903225806451613,32,311.996
L2706,rest,ok,,250.0,68,40,0.4117647058823529,32,342.996
L2711,rest,fail,too_few_good_epochs:11,250.0,65,11,0.8307692307692307,32,327.996
L2718,rest,ok,,250.0,62,58,0.06451612903225812,32,311.996
L273,rest,ok,,250.0,63,55,0.12698412698412698,32,318.996
L274,rest,ok,,250.0,65,52,0.19999999999999996,32,327.996
L2747,rest,ok,,250.0,61,51,0.16393442622950816,32,304.996
L2748,rest,ok,,250.0,66,55,0.16666666666666663,32,332.996
L275,rest,ok,,250.0,65,49,0.24615384615384617,32,325.996
L2751,rest,ok,,250.0,63,58,0.07936507936507942,32,314.996
L2752,rest,ok,,250.0,61,43,0.29508196721311475,32,305.996
L2753,rest,ok,,250.0,64,64,0.0,32,323.996
L276,rest,ok,,250.0,79,78,0.012658227848101222,32,395.996
L2761,rest,ok,,250.0,66,64,0.030303030303030276,32,330.996
L2764,rest,ok,,250.0,62,55,0.11290322580645162,32,310.996
L2765,rest,ok,,250.0,62,62,0.0,32,309.996
L2768,rest,ok,,250.0,62,60,0.032258064516129004,32,310.996
L277,rest,ok,,250.0,64,44,0.3125,32,323.996
L2770,rest,ok,,250.0,65,61,0.06153846153846154,32,324.996
L2771,rest,ok,,250.0,64,47,0.265625,32,322.996
L2772,rest,ok,,250.0,63,63,0.0,32,314.996
L2773,rest,ok,,250.0,67,48,0.28358208955223885,32,334.996
L2775,rest,ok,,250.0,62,54,0.12903225806451613,32,311.996
L2776,rest,ok,,250.0,62,37,0.4032258064516129,32,313.996
L2777,rest,ok,,250.0,62,58,0.06451612903225812,32,309.996
L2778,rest,ok,,250.0,63,54,0.1428571428571429,32,315.996
L2779,rest,ok,,250.0,70,68,0.02857142857142858,32,350.996
L2780,rest,ok,,250.0,62,56,0.09677419354838712,32,311.996
L2782,rest,ok,,250.0,67,59,0.11940298507462688,32,338.996
L2783,rest,ok,,250.0,62,60,0.032258064516129004,32,312.996
L2784,rest,ok,,250.0,62,59,0.048387096774193505,32,311.996
L2785,rest,ok,,250.0,61,61,0.0,32,304.996
L2786,rest,ok,,250.0,61,60,0.016393442622950838,32,307.996
L2787,rest,ok,,250.0,63,60,0.04761904761904767,32,314.996
L2788,rest,ok,,250.0,61,38,0.3770491803278688,32,308.996
L2789,rest,ok,,250.0,60,59,0.01666666666666672,32,302.996
L279,rest,ok,,250.0,65,55,0.15384615384615385,32,328.996
L2790,rest,ok,,250.0,70,53,0.24285714285714288,32,353.996
L2792,rest,ok,,250.0,61,61,0.0,32,307.996
L2793,rest,ok,,250.0,62,60,0.032258064516129004,32,310.996
L2795,rest,ok,,250.0,62,60,0.032258064516129004,32,309.996
L2796,rest,ok,,250.0,61,58,0.049180327868852514,32,307.996
L2797,rest,ok,,250.0,70,62,0.11428571428571432,32,349.996
L2798,rest,ok,,250.0,62,62,0.0,32,310.996
L2799,rest,ok,,250.0,62,56,0.09677419354838712,32,309.996
L280,rest,ok,,250.0,67,37,0.4477611940298507,32,334.996
L2802,rest,ok,,250.0,62,48,0.22580645161290325,32,309.996
L2804,rest,ok,,250.0,63,56,0.11111111111111116,32,316.996
L2805,rest,ok,,250.0,61,48,0.21311475409836067,32,308.996
L2806,rest,ok,,250.0,64,52,0.1875,32,319.996
L2807,rest,ok,,250.0,63,42,0.33333333333333337,32,318.996
L2809,rest,ok,,250.0,62,59,0.048387096774193505,32,310.996
L281,rest,ok,,250.0,63,53,0.15873015873015872,32,316.996
L2811,rest,ok,,250.0,61,58,0.049180327868852514,32,308.996
L2817,rest,ok,,250.0,65,59,0.09230769230769231,32,326.996
L2818,rest,ok,,250.0,63,63,0.0,32,314.996
L2819,rest,ok,,250.0,62,61,0.016129032258064502,32,310.996
L282,rest,ok,,250.0,64,24,0.625,32,322.996
L283,rest,ok,,250.0,61,57,0.06557377049180324,32,306.996
L2830,rest,ok,,250.0,63,59,0.06349206349206349,32,318.996
L2832,rest,ok,,250.0,62,57,0.08064516129032262,32,312.996
L2835,rest,ok,,250.0,61,56,0.08196721311475408,32,308.996
L2837,rest,ok,,250.0,60,50,0.16666666666666663,32,300.996
L2838,rest,ok,,250.0,61,60,0.016393442622950838,32,305.996
L2839,rest,ok,,250.0,62,55,0.11290322580645162,32,309.996
L2840,rest,ok,,250.0,61,59,0.032786885245901676,32,306.996
L2841,rest,ok,,250.0,89,51,0.4269662921348315,32,446.996
L2842,rest,ok,,250.0,67,23,0.6567164179104478,32,337.996
L2843,rest,ok,,250.0,64,58,0.09375,32,320.996
L2844,rest,ok,,250.0,62,49,0.20967741935483875,32,310.996
L2845,rest,ok,,250.0,62,60,0.032258064516129004,32,310.996
L2846,rest,ok,,250.0,74,73,0.013513513513513487,32,372.996
L2847,rest,ok,,250.0,60,59,0.01666666666666672,32,301.996
L2848,rest,ok,,250.0,63,62,0.015873015873015928,32,317.996
L2849,rest,ok,,250.0,60,53,0.1166666666666667,32,302.996
L2850,rest,ok,,250.0,63,60,0.04761904761904767,32,316.996
L2851,rest,ok,,250.0,63,63,0.0,32,316.996
L2852,rest,ok,,250.0,63,59,0.06349206349206349,32,317.996
L2853,rest,ok,,250.0,61,61,0.0,32,308.996
L2854,rest,ok,,250.0,63,61,0.031746031746031744,32,316.996
L286,rest,ok,,250.0,64,64,0.0,32,322.996
L2862,rest,ok,,250.0,63,63,0.0,32,316.996
L2866,rest,ok,,250.0,60,57,0.050000000000000044,32,303.996
L2867,rest,ok,,250.0,73,62,0.15068493150684936,32,364.996
L2868,rest,ok,,250.0,65,57,0.12307692307692308,32,324.996
L287,rest,ok,,250.0,62,56,0.09677419354838712,32,310.996
L2870,rest,ok,,250.0,64,59,0.078125,32,320.996
L2872,rest,ok,,250.0,74,68,0.08108108108108103,32,370.996
L2873,rest,ok,,250.0,62,58,0.06451612903225812,32,309.996
L2874,rest,ok,,250.0,64,39,0.390625,32,319.996
L2875,rest,ok,,250.0,61,60,0.016393442622950838,32,308.996
L2877,rest,ok,,250.0,62,58,0.06451612903225812,32,310.996
L2883,rest,ok,,250.0,63,61,0.031746031746031744,32,318.996
L2884,rest,ok,,250.0,66,64,0.030303030303030276,32,330.996
L2886,rest,ok,,250.0,60,51,0.15000000000000002,32,303.996
L289,rest,ok,,250.0,66,65,0.015151515151515138,32,330.996
L2890,rest,ok,,250.0,62,60,0.032258064516129004,32,309.996
L2891,rest,ok,,250.0,61,57,0.06557377049180324,32,307.996
L2893,rest,ok,,250.0,60,59,0.01666666666666672,32,303.996
L2894,rest,ok,,250.0,61,59,0.032786885245901676,32,307.996
L2895,rest,ok,,250.0,63,59,0.06349206349206349,32,315.996
L2897,rest,ok,,250.0,64,60,0.0625,32,323.996
L2899,rest,ok,,250.0,61,57,0.06557377049180324,32,307.996
L29,rest,ok,,250.0,62,61,0.016129032258064502,32,310.996
L2900,rest,ok,,250.0,61,57,0.06557377049180324,32,307.996
L2903,rest,fail,too_few_good_epochs:5,250.0,72,5,0.9305555555555556,32,359.996
